dataset,train_instance_count,test_instance_count,train_label_values,test_label_values,values_dtype,labels_blob_presence,instance_level_binary_label_compatible,minimum_attainable_conformal_p,abstained_n_train_lt5,dataset_train_normal_count_metadata,dataset_test_total_count_metadata
Adiac_normal_26,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_27,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_28,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_29,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_3,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_30,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_31,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_32,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_33,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_34,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_35,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_36,20,50,0,0 1,float32,not_used_for_instance_policy,1,0.047619047619047616,0,20,50
Adiac_normal_37,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_4,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_5,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_6,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_7,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
Adiac_normal_8,20,50,0,0 1,float32,not_used_for_instance_policy,1,0.047619047619047616,0,20,50
Adiac_normal_9,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
AllGestureWiimoteX_normal_1,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteX_normal_10,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteX_normal_2,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteX_normal_3,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteX_normal_4,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteX_normal_5,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteX_normal_6,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteX_normal_7,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteX_normal_8,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteX_normal_9,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteY_normal_1,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteY_normal_10,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteY_normal_2,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteY_normal_3,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteY_normal_4,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteY_normal_5,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteY_normal_6,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteY_normal_7,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteY_normal_8,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteY_normal_9,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteZ_normal_1,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteZ_normal_10,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteZ_normal_2,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteZ_normal_3,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteZ_normal_4,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteZ_normal_5,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteZ_normal_6,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteZ_normal_7,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteZ_normal_8,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
AllGestureWiimoteZ_normal_9,80,100,0,0 1,float32,not_used_for_instance_policy,1,0.012345679012345678,0,80,100
ArrowHead_normal_0,64,50,0,0 1,float32,not_used_for_instance_policy,1,0.015384615384615385,0,64,50
ArrowHead_normal_1,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
ArrowHead_normal_2,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
BME_normal_1,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
BME_normal_2,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
BME_normal_3,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
Beef_normal_1,9,50,0,0 1,float32,not_used_for_instance_policy,1,0.1,0,9,50
Beef_normal_2,9,50,0,0 1,float32,not_used_for_instance_policy,1,0.1,0,9,50
Beef_normal_3,9,50,0,0 1,float32,not_used_for_instance_policy,1,0.1,0,9,50
Beef_normal_4,9,50,0,0 1,float32,not_used_for_instance_policy,1,0.1,0,9,50
Beef_normal_5,9,50,0,0 1,float32,not_used_for_instance_policy,1,0.1,0,9,50
BeetleFly_normal_1,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
BeetleFly_normal_2,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
BirdChicken_normal_1,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
BirdChicken_normal_2,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
CBF_normal_1,248,300,0,0 1,float32,not_used_for_instance_policy,1,0.004016064257028112,0,248,300
CBF_normal_2,248,300,0,0 1,float32,not_used_for_instance_policy,1,0.004016064257028112,0,248,300
CBF_normal_3,248,300,0,0 1,float32,not_used_for_instance_policy,1,0.004016064257028112,0,248,300
Car_normal_1,24,50,0,0 1,float32,not_used_for_instance_policy,1,0.04,0,24,50
Car_normal_2,24,50,0,0 1,float32,not_used_for_instance_policy,1,0.04,0,24,50
Car_normal_3,24,50,0,0 1,float32,not_used_for_instance_policy,1,0.04,0,24,50
Car_normal_4,24,50,0,0 1,float32,not_used_for_instance_policy,1,0.04,0,24,50
Chinatown_normal_1,83,100,0,0 1,float32,not_used_for_instance_policy,1,0.011904761904761904,0,83,100
Chinatown_normal_2,207,250,0,0 1,float32,not_used_for_instance_policy,1,0.004807692307692308,0,207,250
ChlorineConcentration_normal_1,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
ChlorineConcentration_normal_2,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
ChlorineConcentration_normal_3,1845,2350,0,0 1,float32,not_used_for_instance_policy,1,0.0005417118093174431,0,1845,2350
CinCECGTorso_normal_1,284,350,0,0 1,float32,not_used_for_instance_policy,1,0.0035087719298245615,0,284,350
CinCECGTorso_normal_2,284,350,0,0 1,float32,not_used_for_instance_policy,1,0.0035087719298245615,0,284,350
CinCECGTorso_normal_3,284,350,0,0 1,float32,not_used_for_instance_policy,1,0.0035087719298245615,0,284,350
CinCECGTorso_normal_4,284,350,0,0 1,float32,not_used_for_instance_policy,1,0.0035087719298245615,0,284,350
Coffee_normal_0,23,50,0,0 1,float32,not_used_for_instance_policy,1,0.041666666666666664,0,23,50
Coffee_normal_1,21,50,0,0 1,float32,not_used_for_instance_policy,1,0.045454545454545456,0,21,50
Computers_normal_1,200,250,0,0 1,float32,not_used_for_instance_policy,1,0.004975124378109453,0,200,250
Computers_normal_2,200,250,0,0 1,float32,not_used_for_instance_policy,1,0.004975124378109453,0,200,250
CricketX_normal_1,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketX_normal_10,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketX_normal_11,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketX_normal_12,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketX_normal_2,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketX_normal_3,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketX_normal_4,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketX_normal_5,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketX_normal_6,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketX_normal_7,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketX_normal_8,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketX_normal_9,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketY_normal_1,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketY_normal_10,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketY_normal_11,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketY_normal_12,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketY_normal_2,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketY_normal_3,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketY_normal_4,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketY_normal_5,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketY_normal_6,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketY_normal_7,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketY_normal_8,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketY_normal_9,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketZ_normal_1,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketZ_normal_10,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketZ_normal_11,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketZ_normal_12,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketZ_normal_2,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketZ_normal_3,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketZ_normal_4,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketZ_normal_5,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketZ_normal_6,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketZ_normal_7,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketZ_normal_8,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
CricketZ_normal_9,52,50,0,0 1,float32,not_used_for_instance_policy,1,0.018867924528301886,0,52,50
Crop_normal_1,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_10,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_11,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_12,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_13,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_14,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_15,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_16,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_17,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_18,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_19,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_2,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_20,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_21,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_22,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_23,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_24,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_3,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_4,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_5,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_6,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_7,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_8,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
Crop_normal_9,800,1000,0,0 1,float32,not_used_for_instance_policy,1,0.0012484394506866417,0,800,1000
DiatomSizeReduction_normal_1,27,50,0,0 1,float32,not_used_for_instance_policy,1,0.03571428571428571,0,27,50
DiatomSizeReduction_normal_2,78,100,0,0 1,float32,not_used_for_instance_policy,1,0.012658227848101266,0,78,100
DiatomSizeReduction_normal_3,79,100,0,0 1,float32,not_used_for_instance_policy,1,0.0125,0,79,100
DiatomSizeReduction_normal_4,72,50,0,0 1,float32,not_used_for_instance_policy,1,0.0136986301369863,0,72,50
DistalPhalanxOutlineAgeGroup_normal_1,36,50,0,0 1,float32,not_used_for_instance_policy,1,0.02702702702702703,0,36,50
DistalPhalanxOutlineAgeGroup_normal_2,137,150,0,0 1,float32,not_used_for_instance_policy,1,0.007246376811594203,0,137,150
DistalPhalanxOutlineAgeGroup_normal_3,257,300,0,0 1,float32,not_used_for_instance_policy,1,0.003875968992248062,0,257,300
DistalPhalanxOutlineCorrect_normal_0,269,300,0,0 1,float32,not_used_for_instance_policy,1,0.003703703703703704,0,269,300
DistalPhalanxOutlineCorrect_normal_1,431,550,0,0 1,float32,not_used_for_instance_policy,1,0.0023148148148148147,0,431,550
DistalPhalanxTW_normal_3,37,50,0,0 1,float32,not_used_for_instance_policy,1,0.02631578947368421,0,37,50
DistalPhalanxTW_normal_4,37,50,0,0 1,float32,not_used_for_instance_policy,1,0.02631578947368421,0,37,50
DistalPhalanxTW_normal_5,96,100,0,0 1,float32,not_used_for_instance_policy,1,0.010309278350515464,0,96,100
DistalPhalanxTW_normal_6,34,50,0,0 1,float32,not_used_for_instance_policy,1,0.02857142857142857,0,34,50
DistalPhalanxTW_normal_7,20,50,0,0 1,float32,not_used_for_instance_policy,1,0.047619047619047616,0,20,50
DistalPhalanxTW_normal_8,204,250,0,0 1,float32,not_used_for_instance_policy,1,0.004878048780487805,0,204,250
DodgerLoopDay_normal_1,19,50,0,0 1,float32,not_used_for_instance_policy,1,0.05,0,19,50
DodgerLoopDay_normal_2,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
DodgerLoopDay_normal_3,16,50,0,0 1,float32,not_used_for_instance_policy,1,0.058823529411764705,0,16,50
DodgerLoopDay_normal_4,17,50,0,0 1,float32,not_used_for_instance_policy,1,0.05555555555555555,0,17,50
DodgerLoopDay_normal_5,19,50,0,0 1,float32,not_used_for_instance_policy,1,0.05,0,19,50
DodgerLoopDay_normal_6,20,50,0,0 1,float32,not_used_for_instance_policy,1,0.047619047619047616,0,20,50
DodgerLoopDay_normal_7,17,50,0,0 1,float32,not_used_for_instance_policy,1,0.05555555555555555,0,17,50
DodgerLoopGame_normal_1,65,50,0,0 1,float32,not_used_for_instance_policy,1,0.015151515151515152,0,65,50
DodgerLoopGame_normal_2,60,50,0,0 1,float32,not_used_for_instance_policy,1,0.01639344262295082,0,60,50
DodgerLoopWeekend_normal_1,89,100,0,0 1,float32,not_used_for_instance_policy,1,0.011111111111111112,0,89,100
DodgerLoopWeekend_normal_2,36,50,0,0 1,float32,not_used_for_instance_policy,1,0.02702702702702703,0,36,50
ECG200_normal_-1,53,50,0,0 1,float32,not_used_for_instance_policy,1,0.018518518518518517,0,53,50
ECG200_normal_1,106,100,0,0 1,float32,not_used_for_instance_policy,1,0.009345794392523364,0,106,100
ECG5000_normal_1,2335,2950,0,0 1,float32,not_used_for_instance_policy,1,0.0004280821917808219,0,2335,2950
ECG5000_normal_2,1413,1800,0,0 1,float32,not_used_for_instance_policy,1,0.0007072135785007072,0,1413,1800
ECG5000_normal_3,76,50,0,0 1,float32,not_used_for_instance_policy,1,0.012987012987012988,0,76,50
ECG5000_normal_4,155,150,0,0 1,float32,not_used_for_instance_policy,1,0.00641025641025641,0,155,150
ECG5000_normal_5,19,50,0,0 1,float32,not_used_for_instance_policy,1,0.05,0,19,50
ECGFiveDays_normal_1,353,450,0,0 1,float32,not_used_for_instance_policy,1,0.002824858757062147,0,353,450
ECGFiveDays_normal_2,353,450,0,0 1,float32,not_used_for_instance_policy,1,0.002824858757062147,0,353,450
EOGHorizontalSignal_normal_1,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGHorizontalSignal_normal_10,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGHorizontalSignal_normal_11,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGHorizontalSignal_normal_12,47,50,0,0 1,float32,not_used_for_instance_policy,1,0.020833333333333332,0,47,50
EOGHorizontalSignal_normal_2,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGHorizontalSignal_normal_3,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGHorizontalSignal_normal_4,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGHorizontalSignal_normal_5,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGHorizontalSignal_normal_6,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGHorizontalSignal_normal_7,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGHorizontalSignal_normal_8,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGHorizontalSignal_normal_9,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGVerticalSignal_normal_1,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGVerticalSignal_normal_10,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGVerticalSignal_normal_11,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGVerticalSignal_normal_12,47,50,0,0 1,float32,not_used_for_instance_policy,1,0.020833333333333332,0,47,50
EOGVerticalSignal_normal_2,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGVerticalSignal_normal_3,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGVerticalSignal_normal_4,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGVerticalSignal_normal_5,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGVerticalSignal_normal_6,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGVerticalSignal_normal_7,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGVerticalSignal_normal_8,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
EOGVerticalSignal_normal_9,48,50,0,0 1,float32,not_used_for_instance_policy,1,0.02040816326530612,0,48,50
Earthquakes_normal_0,294,350,0,0 1,float32,not_used_for_instance_policy,1,0.003389830508474576,0,294,350
Earthquakes_normal_1,74,50,0,0 1,float32,not_used_for_instance_policy,1,0.013333333333333334,0,74,50
ElectricDevices_normal_1,1115,1400,0,0 1,float32,not_used_for_instance_policy,1,0.0008960573476702509,0,1115,1400
ElectricDevices_normal_2,3349,4250,0,0 1,float32,not_used_for_instance_policy,1,0.00029850746268656717,0,3349,4250
ElectricDevices_normal_3,1284,1600,0,0 1,float32,not_used_for_instance_policy,1,0.0007782101167315176,0,1284,1600
ElectricDevices_normal_4,2111,2650,0,0 1,float32,not_used_for_instance_policy,1,0.0004734848484848485,0,2111,2650
ElectricDevices_normal_5,3420,4350,0,0 1,float32,not_used_for_instance_policy,1,0.00029231218941829873,0,3420,4350
ElectricDevices_normal_6,1001,1250,0,0 1,float32,not_used_for_instance_policy,1,0.000998003992015968,0,1001,1250
ElectricDevices_normal_7,1027,1300,0,0 1,float32,not_used_for_instance_policy,1,0.0009727626459143969,0,1027,1300
EthanolLevel_normal_1,201,250,0,0 1,float32,not_used_for_instance_policy,1,0.0049504950495049506,0,201,250
EthanolLevel_normal_2,200,250,0,0 1,float32,not_used_for_instance_policy,1,0.004975124378109453,0,200,250
EthanolLevel_normal_3,201,250,0,0 1,float32,not_used_for_instance_policy,1,0.0049504950495049506,0,201,250
EthanolLevel_normal_4,200,250,0,0 1,float32,not_used_for_instance_policy,1,0.004975124378109453,0,200,250
FaceAll_normal_1,89,100,0,0 1,float32,not_used_for_instance_policy,1,0.011111111111111112,0,89,100
FaceAll_normal_10,108,100,0,0 1,float32,not_used_for_instance_policy,1,0.009174311926605505,0,108,100
FaceAll_normal_11,38,50,0,0 1,float32,not_used_for_instance_policy,1,0.02564102564102564,0,38,50
FaceAll_normal_12,84,100,0,0 1,float32,not_used_for_instance_policy,1,0.011764705882352941,0,84,100
FaceAll_normal_13,261,300,0,0 1,float32,not_used_for_instance_policy,1,0.003816793893129771,0,261,300
FaceAll_normal_14,57,50,0,0 1,float32,not_used_for_instance_policy,1,0.017241379310344827,0,57,50
FaceAll_normal_2,142,150,0,0 1,float32,not_used_for_instance_policy,1,0.006993006993006993,0,142,150
