time_index,normal_p05,normal_p50,normal_p95,normal_reference_00,normal_reference_01,normal_reference_02,normal_reference_03,normal_reference_04,normal_reference_05,normal_reference_06,normal_reference_07,normal_reference_08,normal_reference_09,normal_reference_10,normal_reference_11,normal_reference_12,normal_reference_13,normal_reference_14,normal_reference_15
10,1.1241643,1.726306,1.7409858,1.7261622,0.7795255,1.4342011,1.7421023,1.7285019,1.7406136,1.7264496,1.7303208,1.7270181,1.7174217,1.7381617,1.7226098,1.7287812,1.7206417,1.7198247,1.239044
11,-1.3183532,-0.5940115,-0.58292353,-0.5808238,-1.0029646,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.5851456,-0.5836234,-0.6095726,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.590803,-0.59947985,-1.352876
12,-1.2910101,-0.5940115,-0.58292353,-0.5808238,-0.97290194,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.5851456,-0.5836234,-0.6095726,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.590803,-0.59947985,-1.2857316
13,-0.78997946,-0.59140235,1.2607884,-0.5808238,1.2176954,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.5851456,-0.5836234,-0.6095726,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.590803,-0.59947985,1.3900675
14,1.1176525,1.7244585,1.7485489,1.719083,0.77653736,1.4338515,1.7560112,1.7272737,1.7460614,1.7251099,1.729987,1.7273703,1.7238069,1.7358547,1.7202157,1.7296435,1.7218498,1.7216628,1.2313576
15,-1.3154776,-0.5940115,-0.58292353,-0.5808238,-1.0029725,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.5851456,-0.5836234,-0.6095726,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.590803,-0.59947985,-1.3413734
16,-1.2918533,-0.5940115,-0.58292353,-0.5808238,-0.97290194,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.5851456,-0.5836234,-0.6095726,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.590803,-0.59947985,-1.2868558
17,-0.78997946,-0.59140235,1.25911,-0.5808238,1.2176954,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.5851456,-0.5836234,-0.6095726,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.590803,-0.59947985,1.3833541
18,1.1164675,1.7263892,1.7350531,1.7145526,0.77643514,1.4333555,1.734398,1.7262306,1.7310696,1.7246088,1.7292311,1.7272978,1.7290615,1.737018,1.7205825,1.7272232,1.7217878,1.7265477,1.2298115
19,-1.3154831,-0.5940115,-0.58292353,-0.5808238,-1.0029725,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.5851456,-0.5836234,-0.6095726,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.590803,-0.59947985,-1.3413951
20,-1.2910101,-0.60239816,-0.58292353,-0.5808238,-0.97290194,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.6138821,-0.5836234,-0.6095726,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.6251879,-0.59947985,-1.2857316
21,-0.78997946,-0.58989716,1.2506661,-0.5808238,1.2079287,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.53086317,-0.5836234,-0.6095726,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.5155798,-0.59947985,1.3788786
22,1.1137809,1.7236547,1.7327881,1.7217247,0.7715911,1.4325998,1.7314922,1.7277123,1.7285417,1.721684,1.7287598,1.7285717,1.7066883,1.7366759,1.7255846,1.7272916,1.7196296,1.704449,1.2278441
23,-1.3154857,-0.5940115,-0.58292353,-0.5808238,-1.0029882,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.5848797,-0.5836234,-0.6095726,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.59044164,-0.59947985,-1.341406
24,-1.0563879,-0.59773976,-0.5170021,-0.5808238,-0.97290194,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.6138821,-0.5836234,-0.6095726,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.624114,-0.59947985,-0.325537
25,-0.78997946,-0.58989716,0.1657778,-0.5808238,1.2233965,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.53193694,-0.5836234,-0.6095726,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.51665366,-0.59947985,-0.18676177
26,1.1176139,1.7234633,1.7379146,1.7200633,0.77943116,1.4337614,1.738669,1.7285702,1.7345777,1.7211727,1.7306741,1.7274531,1.7014539,1.7376631,1.725717,1.7278796,1.7212096,1.6993,1.2303414
27,-1.3162425,-0.5940115,-0.58292353,-0.5808238,-1.0029646,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.5848797,-0.5836234,-0.6095726,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.59044164,-0.59947985,-1.344433
28,-1.0563879,-0.59773976,-0.516721,-0.5808238,-0.97290194,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.6138821,-0.5836234,-0.69149685,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.6262618,-0.59947985,-0.3244127
29,-0.78997946,-0.586527,0.17190099,-0.5808238,1.2176954,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.53193694,-0.5836234,-0.43063393,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.5145059,-0.59947985,-0.17669713
30,1.1171885,1.7215946,1.7461172,1.7180201,0.7765295,1.4342011,1.7482656,1.7285799,1.7454011,1.721633,1.7284751,1.7203586,1.7215563,1.7378098,1.724576,1.7289478,1.7199188,1.7118322,1.2307414
31,-1.3162344,-0.5940115,-0.58292353,-0.5808238,-1.0029725,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.5848797,-0.5836234,-0.6087026,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.59043133,-0.59947985,-1.3444005
32,-1.0563879,-0.59773976,-0.516721,-0.5808238,-0.97290194,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.6138821,-0.5836234,-0.6958054,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.6284095,-0.59947985,-0.3244127
33,-0.78997946,-0.586527,0.17564535,-0.5808238,1.2225865,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.53193694,-0.5836234,-0.42417112,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.5112843,-0.59947985,-0.17333505
34,1.1180704,1.7226465,1.7449803,1.7189901,0.77937615,1.4340658,1.7436742,1.7287554,1.7488989,1.721817,1.7285929,1.723476,1.6998246,1.7385136,1.725768,1.7290947,1.7201873,1.699158,1.2309684
35,-1.3162344,-0.5940115,-0.58292353,-0.5808238,-1.0029646,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.5848797,-0.5836234,-0.60867155,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.59041065,-0.59947985,-1.3444005
36,-1.0563879,-0.59773976,-0.51644266,-0.5808238,-0.97290194,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.6138821,-0.5836234,-0.6958054,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.63271534,-0.59947985,-0.32329923
37,-0.78997946,-0.586527,0.17526577,-0.5808238,1.2176954,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.53193694,-0.5836234,-0.423094,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.50590456,-0.59947985,-0.17221074
38,1.117439,1.7220471,1.7455659,1.7206309,0.77662385,1.4347085,1.7493722,1.727995,1.7442971,1.7201705,1.7295943,1.7225646,1.703847,1.7379858,1.7251873,1.7301238,1.7215297,1.702032,1.231044
39,-1.3162344,-0.5940115,-0.58292353,-0.5808238,-1.0029725,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.5848797,-0.5836234,-0.6086612,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.5903797,-0.59947985,-1.3444005
40,-1.0563879,-0.59773976,-0.516721,-0.5808238,-0.97290194,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.6128186,-0.5836234,-0.6990367,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.63486314,-0.59947985,-0.3244127
41,-0.78997946,-0.586527,0.17714858,-0.5808238,1.2185131,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.53193694,-0.5836234,-0.41985223,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.501609,-0.59947985,-0.16997296
42,1.1175793,1.7273836,1.7441787,1.7160593,0.7768283,1.43322,1.7501684,1.7278683,1.742182,1.7200376,1.7279058,1.7258996,1.7293059,1.7369986,1.7268988,1.7292123,1.7205178,1.7279187,1.231163
43,-1.3162317,-0.5940115,-0.58292353,-0.5808238,-1.0029725,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.5848797,-0.5836234,-0.6086508,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.59035903,-0.59947985,-1.3443897
44,-1.0563879,-0.59773976,-0.51644266,-0.5808238,-0.97290194,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.6138821,-0.5836234,-0.7001139,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.635937,-0.59947985,-0.32329923
45,-0.78997946,-0.586527,0.17780857,-0.5808238,1.2144397,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.53193694,-0.5836234,-0.41662085,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.501609,-0.59947985,-0.16773517
46,1.1178787,1.7243478,1.7341344,1.721539,0.7750747,1.4342349,1.7328572,1.7277904,1.7317196,1.722042,1.7307528,1.7251436,1.7235522,1.7379662,1.7272656,1.7275366,1.7176574,1.7111416,1.2321467
47,-1.3162317,-0.5940115,-0.58292353,-0.5808238,-1.0029725,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.5848797,-0.5836234,-0.6086301,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.59035903,-0.59947985,-1.3443897
48,-1.0563879,-0.60239816,-0.51644266,-0.5808238,-0.97290194,-1.3068457,-0.59599966,-0.64866024,-0.6053164,-0.6128186,-0.5836234,-0.7001139,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.63486314,-0.59947985,-0.32329923
49,-0.78997946,-0.5844424,0.17928444,-0.5808238,1.2136298,-1.3068457,-0.59599966,-0.46097854,-0.6053164,-0.53193694,-0.5836234,-0.41662085,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.5026829,-0.59947985,-0.16549738
50,1.1180792,1.723947,1.7318211,1.7150687,0.7745793,1.4359038,1.7268386,1.7266498,1.7250853,1.722809,1.729398,1.7267178,1.7190918,1.7390904,1.7279074,1.7278796,1.7202286,1.7222418,1.2325792
51,-1.316229,-0.5940115,-0.58292353,-0.5808238,-1.0029804,-1.3068457,-0.59599966,-0.58720773,-0.6053164,-0.5848797,-0.5836234,-0.6086301,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.59036934,-0.59947985,-1.344379
52,-1.0563879,-0.60239816,-0.5399421,-0.5808238,-0.97290194,-1.3068457,-0.59599966,-0.65171146,-0.6053164,-0.6128186,-0.5836234,-0.7001139,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.63271534,-0.59947985,-0.4172971
53,-0.78997946,-0.5844424,0.6906429,-0.5808238,1.2144397,-1.3068457,-0.59599966,-0.4548859,-0.6053164,-0.53193694,-0.5836234,-0.41662085,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.50375676,-0.59947985,0.51604396
54,1.1171782,1.7241788,1.7403619,1.7177207,0.77496463,1.4365804,1.7408923,1.7265816,1.7377865,1.7217761,1.7291623,1.7276603,1.7183586,1.7401851,1.7273369,1.7267331,1.7186798,1.7163109,1.2312495
55,-1.3158479,-0.5940115,-0.58292353,-0.5808238,-1.0029725,-1.3068457,-0.59599966,-0.58717847,-0.6053164,-0.5848797,-0.5836234,-0.6086301,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.5903797,-0.59947985,-1.3428546
56,-1.0563879,-0.60703254,-0.54204184,-0.6087486,-0.97290194,-1.3068457,-0.59599966,-0.65475285,-0.6053164,-0.6128186,-0.5836234,-0.7001139,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.63271534,-0.59947985,-0.4172971
57,-0.78997946,-0.5844424,0.68959725,-0.52927744,1.2136298,-1.3068457,-0.59599966,-0.44880304,-0.6053164,-0.53193694,-0.5836234,-0.41662085,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.50590456,-0.59947985,0.5149197
58,1.117503,1.7245252,1.7447393,1.7231694,0.7743827,1.4346522,1.7472107,1.7290771,1.7439154,1.724435,1.7288384,1.7246153,1.7192549,1.7386407,1.7261144,1.7286243,1.7185249,1.7241306,1.2318765
59,-1.315856,-0.5940115,-0.58285904,-0.5805658,-1.0029804,-1.3068457,-0.59599966,-0.5871492,-0.6053164,-0.5848797,-0.5836234,-0.6086301,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.5903797,-0.59947985,-1.342887
60,-1.0563879,-0.6075691,-0.5423229,-0.60982186,-0.97290194,-1.3068457,-0.59599966,-0.65576667,-0.6053164,-0.6128186,-0.5836234,-0.701191,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.6316415,-0.59947985,-0.4184214
61,-0.78997946,-0.5844424,0.68603605,-0.5282042,1.212812,-1.3068457,-0.59599966,-0.4467657,-0.6053164,-0.53193694,-0.5836234,-0.41662085,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.50697845,-0.59947985,0.5104441
62,1.1157386,1.7265697,1.7438334,1.7280713,0.7739738,1.4346747,1.7427227,1.7280633,1.7471654,1.7257338,1.7302912,1.726811,1.7150795,1.7373602,1.7263283,1.7275856,1.7208998,1.7043068,1.2296603
63,-1.3158587,-0.5940115,-0.5828564,-0.5805555,-1.0029804,-1.3068457,-0.59599966,-0.5871395,-0.6053164,-0.5848797,-0.5836234,-0.6086301,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.59039,-0.59947985,-1.3428978
64,-1.0563879,-0.60239816,-0.5423229,-0.60982186,-0.97290194,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.6128186,-0.5836234,-0.701191,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.6305573,-0.59947985,-0.4184214
65,-0.78997946,-0.586527,0.6851928,-0.52713096,1.212812,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.53193694,-0.5836234,-0.4155437,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.5080523,-0.59947985,0.5093198
66,1.1150576,1.7266347,1.7475835,1.7232727,0.7742333,1.4330171,1.7501374,1.727956,1.7467322,1.7289244,1.7331678,1.7278156,1.7183179,1.7366467,1.7256151,1.7276542,1.7209514,1.716839,1.2286657
67,-1.3158587,-0.5940115,-0.5828564,-0.5805555,-1.0029804,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.58488995,-0.5836234,-0.60861975,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.59040034,-0.59947985,-1.3428978
68,-1.2910101,-0.6081058,-0.5848519,-0.6108951,-0.97290194,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.6128186,-0.5836234,-0.7022681,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.6294834,-0.59947985,-1.2857316
69,-0.78997946,-0.586527,1.2568243,-0.5260474,1.2168854,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.53193694,-0.5836234,-0.4144666,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.5080523,-0.59947985,1.3766408
70,1.1158066,1.7276404,1.7457287,1.727834,0.77619135,1.4330509,1.7498996,1.7278001,1.7443384,1.7277075,1.7315676,1.7265003,1.7296013,1.737673,1.7255642,1.7259393,1.7172238,1.7275734,1.2290117
71,-1.3154885,-0.5940115,-0.58285385,-0.5805452,-1.0029725,-1.3068457,-0.59599966,-0.58779263,-0.6053164,-0.58488995,-0.5836234,-0.60861975,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.59040034,-0.59947985,-1.3414168
72,-1.2910101,-0.61536616,-0.5848519,-0.6130416,-0.97290194,-1.3068457,-0.6420285,-0.58779263,-0.6672651,-0.6128186,-0.5836234,-0.7033453,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.6294834,-0.59947985,-1.2857316
73,-0.78997946,-0.55778015,1.2538232,-0.5239009,1.2136298,-1.3068457,-0.4900227,-0.58779263,-0.4451,-0.53193694,-0.5836234,-0.41231233,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.5091262,-0.59947985,1.374403
74,1.1151009,1.72745,1.7368486,1.7222201,0.77466583,1.4339192,1.735701,1.7274686,1.7367857,1.7274314,1.7290446,1.7298974,1.7309862,1.7370377,1.7260023,1.7267135,1.7187107,1.7284976,1.2285792
75,-1.3154912,-0.59363925,-0.5828513,-0.5805348,-1.0029804,-1.3068457,-0.59525514,-0.58779263,-0.6042124,-0.58488995,-0.5836234,-0.6086094,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.59040034,-0.59947985,-1.3414276
76,-1.2910101,-0.61536616,-0.5848519,-0.6130416,-0.97290194,-1.3068457,-0.64416915,-0.58779263,-0.66832787,-0.6128186,-0.5836234,-0.7044328,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.6294834,-0.59947985,-1.2857316
77,-0.78997946,-0.55778015,1.2534881,-0.5239009,1.212812,-1.3068457,-0.48680657,-0.58779263,-0.44403726,-0.53193694,-0.5836234,-0.41123518,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.5102104,-0.59947985,1.3755165
78,1.115594,1.7247598,1.7310418,1.7253057,0.77407604,1.434686,1.725577,1.7276149,1.7228771,1.7288119,1.725039,1.7244807,1.7184604,1.7377316,1.72588,1.7268115,1.7165734,1.7150007,1.2294333
79,-1.3154912,-0.5936289,-0.5828513,-0.5805348,-1.0029804,-1.3068457,-0.5952344,-0.58779263,-0.6042021,-0.58488995,-0.5836234,-0.608599,-0.5920017,-0.61769074,-0.5852614,-0.5920233,-0.59041065,-0.59947985,-1.3414276
80,-1.2910101,-0.6226086,-0.5848519,-0.6130416,-0.97290194,-1.3068457,-0.6473749,-0.58779263,-0.67153674,-0.6128186,-0.5836234,-0.7055099,-0.5920017,-0.61769074,-0.5852614,-0.62752646,-0.6284095,-0.59947985,-1.2857316
81,-0.78997946,-0.52791893,1.2535901,-0.5239009,1.2144397,-1.3068457,-0.4825253,-0.58779263,-0.43976566,-0.53193694,-0.5836234,-0.40908092,-0.5920017,-0.61769074,-0.5852614,-0.5027609,-0.5102104,-0.59947985,1.3710409
82,1.1140002,1.7247002,1.7362304,1.7207341,0.77493316,1.4331975,1.7359906,1.7273419,1.7322768,1.7298754,1.7241946,1.7252057,1.7221164,1.7369496,1.7255846,1.7263607,1.7160983,1.7197129,1.2270225
83,-1.3154912,-0.59360766,-0.5828513,-0.5805348,-1.0029725,-1.3068457,-0.5952137,-0.58779263,-0.60417116,-0.58488995,-0.5836234,-0.6085887,-0.5920017,-0.61769074,-0.5852614,-0.5903378,-0.59041065,-0.59947985,-1.3414276
84,-1.2493198,-0.6516325,-0.5848519,-0.6130416,-0.97290194,-1.2368077,-0.64952594,-0.65373904,-0.67259943,-0.6128186,-0.5836234,-0.706587,-0.5920017,-0.86459374,-0.5852614,-0.65592504,-0.6284095,-0.59947985,-1.2868558
85,-0.59387124,-0.4691707,1.4163775,-0.5239009,1.212812,1.6161805,-0.47717887,-0.44981685,-0.4365568,-0.5330005,-0.5836234,-0.40692666,-0.5920017,-0.16636789,-0.5852614,-0.46116254,-0.5112843,-0.59947985,1.3497765
86,1.1040616,1.7265406,1.7467376,1.7253882,0.7739345,1.4275367,1.7506233,1.7276928,1.7454424,1.7304789,1.724666,1.7247292,1.7343875,1.732668,1.7238629,1.7280854,1.7131761,1.7313716,1.2141039
87,-1.306433,-0.5935974,-0.5828513,-0.5805348,-1.0029804,-1.2947574,-0.5951931,-0.5871492,-0.6041608,-0.58488995,-0.5836234,-0.6085783,-0.5920017,-0.6146213,-0.5852614,-0.5910434,-0.59041065,-0.59947985,-1.34146
88,-1.0388784,-0.640038,-0.54819846,-0.6130416,-0.97290194,-1.2368077,-0.6516665,-0.65576667,-0.6736725,-0.6128186,-0.5836234,-0.70766413,-0.5920017,-0.74822927,-0.5852614,-0.6579535,-0.6284095,-0.59947985,-0.44192356
89,-0.59387124,-0.46556723,1.3139982,-0.5239009,1.2144397,1.6126736,-0.47503823,-0.4467657,-0.43549404,-0.53193694,-0.5836234,-0.40583915,-0.5920017,-0.3394092,-0.5852614,-0.45609626,-0.5112843,-0.59947985,0.51828176
90,1.1053352,1.7234302,1.7429509,1.7233243,0.7751376,1.4265558,1.7424539,1.7287261,1.7444416,1.7304891,1.7255888,1.7234864,1.7211082,1.7324432,1.7233739,1.7265763,1.7133517,1.720302,1.2154012
91,-1.3067956,-0.59358704,-0.5828513,-0.5805348,-1.0029725,-1.2947687,-0.5951724,-0.5871395,-0.6041505,-0.58488995,-0.5836234,-0.60856795,-0.5920017,-0.6156673,-0.5852614,-0.59101397,-0.59041065,-0.59947985,-1.3428762
92,-0.8135031,-0.62061405,-0.4059406,-0.61196834,-0.97290194,-0.21071795,-0.6527317,-0.6567805,-0.67473525,-0.6128186,-0.5836234,-0.7087413,-0.5920017,-0.76037014,-0.5852614,-0.65998197,-0.6284095,-0.59947985,-0.4710148
93,-0.59387124,-0.46300104,0.75005496,-0.52497417,1.2103744,0.3029133,-0.47396275,-0.4467657,-0.43442097,-0.53193694,-0.5836234,-0.4036849,-0.5920017,-0.32524487,-0.5852614,-0.45203933,-0.5123582,-0.59947985,0.59661514
94,1.1046114,1.7245479,1.7455137,1.7238816,0.7728257,1.4295552,1.7483587,1.7293403,1.7445654,1.7275643,1.7252353,1.7261792,1.7210878,1.7355713,1.723109,1.7252142,1.7166146,1.7190325,1.2152066
95,-1.3085111,-0.59358186,-0.58285385,-0.5805452,-1.0029804,-1.2971029,-0.59516203,-0.5871395,-0.60414016,-0.58488995,-0.5836234,-0.6085576,-0.5920017,-0.61555976,-0.5852614,-0.5910042,-0.590421,-0.59947985,-1.3427356
96,-0.8157759,-0.62007713,-0.4025839,-0.61196834,-0.97290194,-0.21071795,-0.6516665,-0.65576667,-0.67473525,-0.6128186,-0.5836234,-0.7098184,-0.5920017,-0.7634005,-0.5852614,-0.65998197,-0.6273356,-0.59947985,-0.46653923
97,-0.59387124,-0.46353877,0.767631,-0.52497417,1.2168854,0.3029133,-0.47503823,-0.4467657,-0.43442097,-0.53193694,-0.5836234,-0.40260777,-0.5920017,-0.32019106,-0.5852614,-0.45203933,-0.5123582,-0.59947985,0.6178795
98,1.1145865,1.7242783,1.7440727,1.7182058,0.7761756,1.4312468,1.7454115,1.7286384,1.7436265,1.7318901,1.7243714,1.7222332,1.7279515,1.7356006,1.7218966,1.7241852,1.7161293,1.7258977,1.22739
99,-1.3085115,-0.59358704,-0.58285385,-0.5805452,-1.0029725,-1.2971143,-0.5951724,-0.5871395,-0.60414016,-0.58488995,-0.5836234,-0.6085576,-0.5920017,-0.61553043,-0.5852614,-0.5909944,-0.590421,-0.59947985,-1.3427032
100,-0.8150207,-0.62007713,-0.40455264,-0.61196834,-0.97290194,-0.21187942,-0.6505911,-0.65576667,-0.67473525,-0.6128186,-0.5836234,-0.71089554,-0.5920017,-0.7623936,-0.5852614,-0.65998197,-0.6273356,-0.59947985,-0.46877703
101,-0.59387124,-0.46511376,0.76724523,-0.52497417,1.212002,0.3087545,-0.47717887,-0.44777948,-0.43442097,-0.5330005,-0.5836234,-0.4004535,-0.5920017,-0.32119793,-0.5852614,-0.45304865,-0.5123582,-0.59947985,0.618993
102,1.1137854,1.7262347,1.7404194,1.7259971,0.77361995,1.4302994,1.7388655,1.7296815,1.7450813,1.728137,1.7264724,1.7220675,1.7321471,1.7342614,1.7224163,1.7215492,1.7190309,1.7302748,1.2271739
103,-1.3084918,-0.59359217,-0.58285385,-0.5805452,-1.0029804,-1.2970916,-0.5951827,-0.5871395,-0.60412985,-0.58488995,-0.5836234,-0.6085472,-0.5920017,-0.61553043,-0.5852614,-0.5910042,-0.590421,-0.59947985,-1.3426924
104,-0.8135031,-0.62007713,-0.40371752,-0.61196834,-0.97290194,-0.21187942,-0.64952594,-0.65475285,-0.67473525,-0.6128186,-0.5836234,-0.7119727,-0.5920017,-0.76037014,-0.5852614,-0.65998197,-0.6273356,-0.59947985,-0.46766353
105,-0.59387124,-0.46564633,0.76993996,-0.52497417,1.2160676,0.31342295,-0.478244,-0.44880304,-0.43549404,-0.5330005,-0.5836234,-0.39937636,-0.5920017,-0.32423803,-0.5852614,-0.45304865,-0.513432,-0.59947985,0.6212308
