time_index,normal_p05,normal_p50,normal_p95,normal_reference_00,normal_reference_01,normal_reference_02,normal_reference_03,normal_reference_04,normal_reference_05,normal_reference_06,normal_reference_07,normal_reference_08,normal_reference_09,normal_reference_10,normal_reference_11,normal_reference_12,normal_reference_13,normal_reference_14,normal_reference_15
38,1.3947616,1.6475408,1.719196,1.3301994,1.6388496,1.6641424,1.7101425,1.610846,1.6399103,1.717279,1.6551714,1.5870433,1.6882662,1.6611191,1.5251842,1.7249469,1.7084177,1.4162823,1.5182844
39,-0.9365818,-0.71083456,-0.61212504,-0.948874,-0.6900939,-0.6285761,-0.65002334,-0.88049203,-0.6261747,-0.6833766,-0.7291643,-0.9324844,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.78123397,-0.9167318
40,-0.9111078,-0.69438857,0.2992971,0.8761146,-0.6900939,-0.7434948,-0.65002334,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.10702457,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.8821163,-0.9167318
41,-0.9111078,-0.6867353,0.18092464,0.4614447,-0.6900939,0.08741795,-0.65002334,-0.88049203,-0.60707873,-0.6833766,-0.7291643,-0.1401517,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.77448994,-0.9167318
42,1.4366596,1.6588416,1.716096,1.3241419,1.6490225,1.6654665,1.7101121,1.6007559,1.7037945,1.7146603,1.6540418,1.5898308,1.6842448,1.6636416,1.5248334,1.7204034,1.7137566,1.4741656,1.5166502
43,-0.9365818,-0.71083456,-0.61212504,-0.948874,-0.6900939,-0.62855554,-0.65002334,-0.88049203,-0.6261644,-0.6833766,-0.7291643,-0.9324844,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.781224,-0.9167318
44,-0.9111078,-0.69438857,0.2897234,0.8697623,-0.6900939,-0.74456227,-0.65002334,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.09637712,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.8831462,-0.9167318
45,-0.9111078,-0.6867353,0.1822539,0.46038768,-0.6900939,0.08954265,-0.65002334,-0.88049203,-0.608154,-0.6833766,-0.7291643,-0.13778687,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.77448994,-0.9167318
46,1.4458284,1.6560543,1.7166078,1.3208286,1.6494597,1.6813966,1.7114806,1.6032172,1.6843367,1.7133665,1.6495837,1.5791034,1.683274,1.6625249,1.5245653,1.7263318,1.7123673,1.4874951,1.5147369
47,-0.93659794,-0.71083456,-0.61212504,-0.9489045,-0.6900939,-0.62856585,-0.65002334,-0.88049203,-0.6261644,-0.6833766,-0.7291643,-0.9324958,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.781224,-0.9167318
48,-0.9111078,-0.69438857,0.29619107,0.87081933,-0.6900939,-0.74456227,-0.65002334,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.10464832,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.88006634,-0.9167318
49,-0.9111078,-0.6867353,0.17986521,0.45403537,-0.6900939,0.08847517,-0.65002334,-0.88049203,-0.608154,-0.6833766,-0.7291643,-0.14251652,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.77448994,-0.9167318
50,1.4181489,1.6564927,1.7185776,1.3219059,1.647583,1.678964,1.70774,1.6072377,1.6854223,1.7156641,1.6529928,1.5878658,1.6920848,1.6599925,1.5245034,1.7273182,1.7132505,1.4502299,1.5150886
51,-0.9366005,-0.71083456,-0.61212504,-0.94891465,-0.6900939,-0.62856585,-0.65002334,-0.88049203,-0.6261747,-0.6833766,-0.7291643,-0.9324958,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.781224,-0.9167318
52,-0.9111078,-0.6867353,1.0809426,0.87400055,-0.6900939,-0.67017716,1.7017689,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.10228349,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.8810963,-0.9167318
53,-0.9111078,-0.6867353,1.6629884,0.45614943,-0.6900939,-0.61387765,5.2835054,-0.88049203,-0.608154,-0.6833766,-0.7291643,-0.14724618,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.77448994,-0.9167318
54,1.4301085,1.6557024,1.71966,1.3237251,1.6503555,1.6909322,1.6971563,1.6121603,1.7097188,1.7174859,1.6498055,1.5849298,1.6821753,1.6610492,1.5241733,1.7261823,1.7124963,1.4655697,1.5153264
55,-0.936604,-0.71083456,-0.61212504,-0.9488943,-0.6900939,-0.6317683,-0.6224291,-0.88049203,-0.6261747,-0.6833766,-0.7291643,-0.9325072,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.781224,-0.9167318
56,-0.9111078,-0.6767769,0.83323264,0.87400055,-0.6900939,-0.67017716,-0.45797825,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.09874195,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.8196434,-0.9167318
57,-0.9111078,-0.6484554,0.52311784,0.45297834,-0.6900939,-0.6128102,-0.10851781,-0.88049203,-0.608154,-0.6833766,-0.7291643,-0.14133982,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.73353636,-0.9167318
58,1.4391788,1.6575668,1.7225232,1.3231966,1.6512725,1.6858923,1.7076892,1.6112248,1.7002586,1.7201045,1.649039,1.5817538,1.6879247,1.6638609,1.5260507,1.7297792,1.7117918,1.4778396,1.5177466
59,-0.93659794,-0.71083456,-0.61212504,-0.9489045,-0.6900939,-0.6317683,-0.6475194,-0.88049203,-0.6261747,-0.6833766,-0.7291643,-0.9324958,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.771935,-0.9167318
60,-0.9111078,-0.6767769,0.84092736,0.87400055,-0.6900939,-0.67017716,-0.45797825,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.10347161,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.82990295,-0.9167318
61,-0.9111078,-0.6484554,0.49231336,0.4508643,-0.6900939,-0.6128102,-0.11167057,-0.88049203,-0.608154,-0.6833766,-0.7291643,-0.14133982,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.6166606,-0.9167318
62,1.444059,1.6552796,1.7192854,1.3232576,1.6468045,1.6869496,1.7101121,1.6051439,1.6828789,1.7158505,1.6509756,1.5871347,1.6888314,1.6595837,1.5260714,1.7295899,1.7123078,1.4843261,1.5225973
63,-0.9366005,-0.71083456,-0.61212504,-0.94891465,-0.6900939,-0.6317683,-0.64752954,-0.88049203,-0.6261747,-0.6833766,-0.7291643,-0.9324958,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.7722915,-0.9167318
64,-0.9111078,-0.6773106,0.81451905,0.8729435,-0.6900939,-0.6712446,-0.45797825,-0.88049203,-0.6659382,-0.6833766,-0.7291643,0.10820128,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.7950442,-0.9167318
65,-0.9111078,-0.6484554,0.49438858,0.4519213,-0.6900939,-0.6128102,-0.10956197,-0.88049203,-0.60707873,-0.6833766,-0.7291643,-0.14724618,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.6217904,-0.9167318
66,1.4288464,1.6552134,1.7156544,1.3226275,1.6512619,1.6971933,1.7090273,1.6052107,1.7088399,1.7114516,1.6508949,1.5912246,1.6855034,1.6591649,1.5239257,1.7281053,1.711504,1.4642526,1.5250071
67,-0.9366091,-0.71083456,-0.61212504,-0.94891465,-0.6900939,-0.6317683,-0.6475194,-0.88049203,-0.6261644,-0.6833766,-0.7291643,-0.9325072,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.7723014,-0.9167318
68,-0.9111078,-0.6767769,0.8383532,0.8729435,-0.6900939,-0.67017716,-0.4569341,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.10583644,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.8268231,-0.9167318
69,-0.9111078,-0.64862716,0.49459797,0.44980726,-0.6900939,-0.61387765,-0.11061627,-0.88049203,-0.60707873,-0.6833766,-0.7291643,-0.15197586,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.6289701,-0.9167318
70,1.44186,1.6547678,1.716565,1.3235524,1.6518164,1.6735753,1.7127681,1.6045537,1.7081783,1.7104478,1.649846,1.5894651,1.6894608,1.6577193,1.5232449,1.7279558,1.7118115,1.4812958,1.5261965
71,-0.9366177,-0.71083456,-0.61212504,-0.94891465,-0.6900939,-0.6317683,-0.64752954,-0.88049203,-0.6261644,-0.6833766,-0.7291643,-0.93251866,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.77225184,-0.9167318
72,-0.9111078,-0.6767769,0.8439238,0.86447716,-0.6900939,-0.67017716,-0.4558798,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.10702457,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.83707273,-0.9167318
73,-0.9111078,-0.64862716,0.49062648,0.44451195,-0.6900939,-0.61387765,-0.11167057,-0.88049203,-0.608154,-0.6833766,-0.7291643,-0.15789364,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.6289701,-0.9167318
74,1.4450004,1.6565896,1.7181634,1.3187042,1.6532665,1.6701778,1.7146435,1.6087523,1.6892684,1.707291,1.6527104,1.5904934,1.6906768,1.6599127,1.5235234,1.728723,1.7127246,1.487099,1.5254105
75,-0.9366389,-0.71083456,-0.61212504,-0.9489655,-0.6900939,-0.6317683,-0.64752954,-0.88049203,-0.6261747,-0.6833766,-0.7291643,-0.93253005,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.77225184,-0.9167318
76,-0.9111078,-0.6767769,0.81795275,0.85283965,-0.6900939,-0.67017716,-0.4569341,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.10347161,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.80632377,-0.9167318
77,-0.9111078,-0.6484554,0.48489052,0.44028383,-0.6900939,-0.6128102,-0.11376904,-0.88049203,-0.60707873,-0.6833766,-0.7291643,-0.15908176,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.6187105,-0.9167318
78,1.4309847,1.6570866,1.7185332,1.3124942,1.6521469,1.6766135,1.711886,1.6059792,1.7156945,1.7068045,1.6512783,1.5864606,1.6859621,1.6620264,1.5226465,1.7270491,1.711881,1.4704816,1.5207356
79,-0.9366475,-0.71083456,-0.61212504,-0.9489655,-0.6900939,-0.63175803,-0.6475397,-0.88049203,-0.6261747,-0.6833766,-0.7291643,-0.9325415,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.7723014,-0.9167318
80,-0.9111078,-0.6767769,0.81850415,0.858135,-0.6900939,-0.67017716,-0.4569341,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.09637712,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.80529386,-0.9167318
81,-0.9111078,-0.64862716,0.47946256,0.43816978,-0.6900939,-0.61387765,-0.11691167,-0.88049203,-0.608154,-0.6833766,-0.7291643,-0.15789364,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.603341,-0.9167318
82,1.4302317,1.6557423,1.7165201,1.3162853,1.6496943,1.675505,1.7110853,1.6088303,1.6927319,1.7024988,1.6508142,1.5791605,1.6813006,1.6606704,1.5250295,1.7255546,1.7135085,1.4682138,1.5195876
83,-0.9366535,-0.71083456,-0.61212504,-0.9489553,-0.6900939,-0.6317683,-0.6475498,-0.88049203,-0.6261747,-0.6833766,-0.7291643,-0.93255293,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.772341,-0.9167318
84,-0.9111078,-0.6767769,0.81805146,0.8655342,-0.6900939,-0.67017716,-0.4558798,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.10347161,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.8022239,-0.9167318
85,-0.9111078,-0.64862716,0.4712351,0.43711275,-0.6900939,-0.61387765,-0.1148132,-0.88049203,-0.608154,-0.6833766,-0.7291643,-0.15434068,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.57360214,-0.9167318
86,1.4305886,1.6556118,1.7166858,1.3198223,1.6500782,1.6651586,1.7132446,1.6098439,1.7050766,1.7041963,1.6506327,1.5867805,1.6884902,1.6605906,1.526123,1.7270093,1.7119604,1.4675107,1.5194945
87,-0.93664145,-0.71083456,-0.61212504,-0.9489756,-0.6900939,-0.6317683,-0.6475498,-0.88049203,-0.6261747,-0.6833766,-0.7291643,-0.93253005,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.77244,-0.9167318
88,-0.9111078,-0.6767769,0.831068,0.859192,-0.6900939,-0.67017716,-0.4558798,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.10347161,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.8216933,-0.9167318
89,-0.9111078,-0.64862716,0.45747837,0.4297034,-0.6900939,-0.61387765,-0.11691167,-0.88049203,-0.608154,-0.6833766,-0.7291643,-0.15316397,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.54080325,-0.9167318
90,1.4392886,1.6547599,1.7165614,1.316773,1.6479775,1.671861,1.7130722,1.6107236,1.6992764,1.7055521,1.6507436,1.5878544,1.6892048,1.658776,1.5231622,1.7270292,1.709529,1.4801272,1.5181913
91,-0.93664145,-0.71083456,-0.61212504,-0.9489756,-0.6900939,-0.6317683,-0.6475498,-0.88049203,-0.6261747,-0.6833766,-0.7291643,-0.93253005,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.77251923,-0.9167318
92,-0.9111078,-0.6767769,0.83522767,0.8665912,-0.6900939,-0.67017716,-0.4558798,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.099918656,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.82477313,-0.9167318
93,-0.9111078,-0.64862716,0.45578724,0.43394166,-0.6900939,-0.61387765,-0.11586751,-0.88049203,-0.60707873,-0.6833766,-0.7291643,-0.15434068,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.521324,-0.9167318
94,1.4427289,1.6563995,1.7170169,1.3204626,1.647487,1.6566392,1.7143902,1.6043866,1.7000829,1.7071875,1.6561598,1.5841872,1.6865594,1.6607403,1.5255142,1.724897,1.7085865,1.4834843,1.5210562
95,-0.93665254,-0.71083456,-0.61212504,-0.9489858,-0.6900939,-0.63175803,-0.6475498,-0.88049203,-0.6261644,-0.6833766,-0.7291643,-0.9325415,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.77257866,-0.9167318
96,-0.9111078,-0.6767769,0.8139399,0.86447716,-0.6900939,-0.67017716,-0.45483562,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.10464832,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.79709417,-0.9167318
97,-0.9111078,-0.64862716,0.45086172,0.43181747,-0.6900939,-0.61387765,-0.11691167,-0.88049203,-0.608154,-0.6833766,-0.7291643,-0.15434068,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.5079945,-0.9167318
98,1.4303865,1.6588774,1.7172554,1.3195783,1.6323342,1.6620588,1.7153126,1.6093538,1.7049628,1.708564,1.6556959,1.5885856,1.6866767,1.6622556,1.5258547,1.7230836,1.7139055,1.4673226,1.522618
99,-0.9366465,-0.71083456,-0.61212504,-0.948996,-0.6900939,-0.6317683,-0.6475498,-0.88049203,-0.6261747,-0.6833766,-0.7291643,-0.93253005,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.772648,-0.9167318
100,-0.9111078,-0.6767769,0.8229003,0.8634201,-0.6900939,-0.67017716,-0.4558798,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.10583644,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.8093937,-0.9167318
101,-0.9111078,-0.64862716,0.45088696,0.43287447,-0.6900939,-0.61387765,-0.11796597,-0.88049203,-0.608154,-0.6833766,-0.7291643,-0.15434068,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.5049245,-0.9167318
102,1.4350725,1.6567363,1.7171527,1.3183281,1.642987,1.6576657,1.7119672,1.6092312,1.7012511,1.7116174,1.6558068,1.5899107,1.6924262,1.6649277,1.5254318,1.7255247,1.714362,1.4739873,1.5190187
103,-0.9366491,-0.71083456,-0.61212504,-0.94900614,-0.6900939,-0.6317683,-0.64755994,-0.88049203,-0.6261747,-0.6833766,-0.7291643,-0.93253005,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,-0.7726381,-0.9167318
104,-0.9111078,-0.6767769,0.824702,0.86447716,-0.6900939,-0.67017716,-0.4558798,-0.88049203,-0.66486293,-0.6833766,-0.7291643,0.10820128,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.8114437,-0.9167318
105,-0.9111078,-0.64862716,0.44165403,0.42124718,-0.6900939,-0.61387765,-0.11901014,-0.88049203,-0.608154,-0.6833766,-0.7291643,-0.16498813,-0.72298586,-0.69868326,-0.9092331,-0.6078979,-0.6135341,0.50287455,-0.9167318
106,1.4369498,1.6576616,1.7170433,1.3195987,1.6478282,1.657368,1.7115515,1.5335546,1.70396,1.7135218,1.6579552,1.5920014,1.6837647,1.6650474,1.5274332,1.7253253,1.7142826,1.476067,1.5213975
