time_index,normal_p05,normal_p50,normal_p95,normal_reference_00,normal_reference_01,normal_reference_02,normal_reference_03,normal_reference_04,normal_reference_05,normal_reference_06,normal_reference_07,normal_reference_08,normal_reference_09,normal_reference_10,normal_reference_11,normal_reference_12,normal_reference_13,normal_reference_14,normal_reference_15,normal_reference_16,normal_reference_17,normal_reference_18,normal_reference_19
17,-0.29589823,-0.08472653,0.25575718,-0.20906664,-0.11620139,-0.16835953,-0.0252331,-0.041690506,-0.070514224,-0.28644195,-0.07313929,-0.22782023,0.20620447,-0.13381173,-0.032069907,-0.17751814,0.1079991,-0.17598198,-0.35404536,-0.07672718,-0.018547228,-0.21000868,0.0079507595
18,-0.31068334,-0.08545578,0.24758048,-0.1761417,-0.10815691,-0.13555863,-0.008628091,-0.0091749,-0.079540044,-0.2776542,-0.025008919,-0.1770414,0.19835347,-0.13381173,-0.032069907,-0.15200655,0.07722303,-0.16766413,-0.35801095,-0.12044881,0.026295846,-0.23267628,-0.008684675
19,-0.31405815,-0.087367356,0.2295398,-0.1902524,-0.12424587,-0.1519591,-0.014163094,-0.0173038,-0.043436762,-0.32598686,-0.07313929,-0.19396769,0.20620447,-0.13381173,-0.023534669,-0.17751814,0.1079991,-0.16766413,-0.3342174,-0.13502268,-0.0017310751,-0.25534388,-0.019774964
20,-0.32470405,-0.09412383,0.2194226,-0.20906664,-0.11217915,-0.1560592,-0.008628091,-0.033561602,-0.034410942,-0.2776542,-0.07715015,-0.22782023,0.21405548,-0.13797326,-0.032069907,-0.16901428,0.10030508,-0.16766413,-0.3342174,-0.14230964,0.048717383,-0.25534388,-0.0364104
21,-0.31357688,-0.095204756,0.22677864,-0.19965953,-0.14435709,-0.1560592,0.0024419145,-0.062012758,-0.07502714,-0.32598686,-0.057095833,-0.19396769,0.18265145,-0.14629634,-0.057675626,-0.17751814,0.10030508,-0.16766413,-0.32628623,-0.07672718,-0.024152612,-0.22512043,-0.030865254
22,-0.31286362,-0.09576042,0.21366324,-0.18554883,-0.11620139,-0.14785898,-0.030768104,-0.06607721,-0.061488405,-0.27326033,-0.057095833,-0.21935709,0.16694942,-0.12548865,-0.066210866,-0.18177007,0.06952902,-0.16350517,-0.3738733,-0.10587493,-0.012941843,-0.21000868,-0.0364104
23,-0.30986547,-0.1067301,0.21354692,-0.1902524,-0.15240157,-0.1560592,-0.030768104,-0.021368252,-0.07502714,-0.33038074,-0.07313929,-0.22782023,0.13554537,-0.15045787,-0.0747461,-0.16476235,0.10030508,-0.17598198,-0.3342174,-0.18603127,-0.024152612,-0.31579083,-0.030865254
24,-0.29954225,-0.10453717,0.21411957,-0.1902524,-0.12826811,-0.17245965,-0.014163094,-0.033561602,-0.08856586,-0.29962358,-0.07313929,-0.1770414,0.18265145,-0.167104,-0.09181658,-0.18177007,0.07722303,-0.1551873,-0.36594212,-0.07672718,-0.024152612,-0.24023215,-0.041955546
25,-0.3104745,-0.11591284,0.19092068,-0.15732741,-0.15240157,-0.16015932,-0.019698096,-0.053883858,-0.1021046,-0.30841133,-0.081161015,-0.1770414,0.11199235,-0.17542708,-0.019267049,-0.16901428,0.046446968,-0.20093565,-0.3342174,-0.054866362,-0.024152612,-0.25534388,-0.064136125
26,-0.3210957,-0.10486457,0.18709974,-0.15262385,-0.1363126,-0.14375886,-0.06397812,-0.029497154,-0.07502714,-0.36553174,-0.08517188,-0.21935709,0.18265145,-0.14629634,-0.057675626,-0.17326622,0.031058935,-0.19261776,-0.36594212,-0.08401412,-0.024152612,-0.26289976,-0.041955546
27,-0.313521,-0.11467485,0.16710463,-0.162031,-0.14435709,-0.17245965,-0.04183811,-0.074206114,-0.06600132,-0.3347746,-0.09319361,-0.2447465,0.11199235,-0.16294247,-0.0960842,-0.16901428,0.06952902,-0.17598198,-0.3421486,-0.10587493,-0.05778492,-0.28556734,-0.0364104
28,-0.30624884,-0.11632041,0.19343181,-0.19965953,-0.1363126,-0.14375886,-0.10272314,-0.057948306,-0.09759169,-0.30841133,-0.08918275,-0.2616728,0.15124741,-0.167104,-0.083281346,-0.186022,0.06952902,-0.19261776,-0.3699077,-0.17874432,0.026295846,-0.25534388,-0.01422982
29,-0.29536366,-0.10298676,0.18016903,-0.2043631,-0.09609018,-0.1888601,-0.030768104,-0.06607721,-0.13369498,-0.2425032,-0.07715015,-0.16857827,0.14339639,-0.12548865,-0.0960842,-0.186022,0.061835,-0.18429989,-0.3976668,-0.10587493,0.059928153,-0.24023215,-0.07522641
30,-0.2853051,-0.07833301,0.2052197,-0.19965953,-0.035756547,-0.16835953,-0.047373112,0.027405156,-0.08405296,-0.16341342,0.01108886,-0.19396769,0.10414134,-0.07138869,-0.07901372,-0.16051042,0.10030508,-0.1967767,-0.38180447,-0.047579423,0.15521967,-0.25534388,-0.019774964
31,-0.27369845,-0.0572634,0.25088224,-0.15262385,0.012510355,-0.17655978,-0.09165314,0.06804966,-0.043436762,-0.14583792,0.051197503,-0.21089396,0.08058831,-0.058904085,-0.10461944,-0.08822758,0.21571533,-0.20925352,-0.35007977,-0.01114473,0.11037661,-0.28556734,-0.01422982
32,-0.24162814,-0.003491418,0.34597528,-0.0867739,0.060777258,-0.1888601,0.041186932,0.07211411,0.033282712,-0.16341342,0.07927355,-0.22782023,0.11984337,0.02432662,-0.1174223,-0.06271599,0.23110336,-0.19261776,-0.28266478,0.0690116,0.11037661,-0.1797852,0.09112793
33,-0.22051646,0.015646214,0.38679022,-0.07736677,0.004465871,-0.19706035,0.15742199,0.13714533,0.060360175,-0.21174607,0.11537133,-0.041631177,0.29256558,-0.008965662,-0.0747461,0.0010629818,0.2618794,-0.20093565,-0.19938743,0.090872414,0.22248429,-0.043779586,0.14103425
34,-0.20072907,0.028141841,0.37125558,-0.0585525,-0.059890002,-0.18476,0.12421198,0.12901641,0.06938599,-0.36113787,0.11136047,0.009147658,0.3632247,-0.033934873,-0.027802287,-0.03295247,0.3388196,-0.16766413,-0.19938743,0.13459405,0.2561166,-0.013556116,0.15212452
35,-0.23790927,0.009111486,0.32303295,-0.030331094,-0.16044605,-0.07815705,0.20170201,0.12495197,0.024256893,-0.40507662,0.015099725,0.05992649,0.35537368,-0.18791167,0.019141529,-0.03295247,0.47731188,-0.10943894,-0.16766272,0.32405445,0.043112,0.009111486,0.20203082
36,-0.28868315,-0.015625972,0.33757672,-0.025627526,-0.22882417,-0.049456265,0.29026207,-0.049819406,-0.052462585,-0.37871337,-0.08918275,-0.19396769,0.43388376,-0.2711424,0.027676769,-0.23279326,0.26957345,-0.08448529,-0.14386919,0.20017649,-0.11383875,0.03177909,0.285208
37,-0.35512975,-0.093571514,0.3308847,-0.21847379,-0.24089089,0.0038452062,0.057791945,-0.17581737,-0.12918206,-0.44901538,-0.1613783,-0.32091475,0.65371203,-0.22952704,0.070352964,-0.24554905,-0.015105163,-0.017942233,-0.31042388,-0.11316188,-0.1362603,0.1224495,0.0744925
38,-0.35827783,-0.15640227,0.30397427,-0.2325845,-0.19262399,-0.033055812,-0.07504813,-0.13517287,-0.16528533,-0.42265213,-0.2175304,-0.6086615,0.3710757,-0.24201164,0.10449392,-0.24554905,0.03875295,-0.067849524,-0.40956357,-0.14959657,-0.0970226,-0.051335454,-0.05859098
39,-0.36973247,-0.2003919,0.16715169,-0.2749166,-0.2529576,-0.028955698,-0.10272314,-0.16362402,-0.22395317,-0.45780313,-0.12929139,-0.4647881,0.11984337,-0.2503347,-0.019267049,-0.27531257,-0.045881227,-0.10112105,-0.4016324,-0.22246596,-0.2035249,-0.1797852,-0.07522641
40,-0.3783306,-0.22942244,0.03522514,-0.27021304,-0.26502436,-0.19706035,-0.2189582,-0.18394628,-0.13369498,-0.43143988,-0.23357385,-0.4647881,0.2297575,-0.25865778,-0.11315468,-0.3050761,-0.09204533,-0.23836611,-0.5047377,-0.28076148,-0.23715721,-0.25534388,-0.15840358
41,-0.37783557,-0.24346332,0.012147062,-0.303138,-0.24089089,-0.2544619,-0.14700316,-0.23271969,-0.24200483,-0.47537863,-0.27769336,-0.36323044,0.0020782093,-0.2711424,-0.20277469,-0.3050761,-0.13820942,-0.30075023,-0.46111622,-0.3026223,-0.24836798,-0.28556734,-0.20276475
42,-0.39811423,-0.2477799,-0.010122502,-0.26550946,-0.28111333,-0.19296022,-0.2521682,-0.21239743,-0.21944027,-0.462197,-0.23357385,-0.33784103,-0.045027852,-0.26281932,-0.24545088,-0.30932802,-0.16898549,-0.28411445,-0.5047377,-0.2880484,-0.22034106,-0.3913495,-0.23049048
43,-0.4040782,-0.2636768,-0.0014550991,-0.2749166,-0.25697985,-0.26676226,-0.2023532,-0.22865523,-0.2374919,-0.47537863,-0.24560645,-0.27859908,-0.13138896,-0.24201164,-0.16863373,-0.3050761,-0.12282139,-0.2757966,-0.48094416,-0.1933182,-0.22594644,-0.3460143,-0.27485162
44,-0.37875184,-0.2466272,0.005263849,-0.22788092,-0.24491315,-0.27496248,-0.26877323,-0.21239743,-0.2284661,-0.46659088,-0.2175304,-0.29552534,-0.11568695,-0.2711424,-0.27105662,-0.3050761,-0.09204533,-0.29243234,-0.52456564,-0.22246596,-0.18110336,-0.40646124,-0.21940018
45,-0.37554806,-0.25433484,0.02092468,-0.28432372,-0.23284641,-0.30366328,-0.2355632,-0.21646188,-0.21041444,-0.48416638,-0.2415956,-0.27013594,-0.09998492,-0.24201164,-0.27532423,-0.2965722,-0.16898549,-0.317386,-0.51266885,-0.33905697,-0.22034106,-0.3686819,-0.21385503
46,-0.37246096,-0.24357441,0.029462771,-0.24669519,-0.23284641,-0.3118635,-0.24109821,-0.18394628,-0.1968757,-0.42265213,-0.20148695,-0.27859908,-0.12353795,-0.25865778,-0.27959186,-0.2965722,-0.12282139,-0.29243234,-0.5047377,-0.22246596,-0.21473567,-0.4366847,-0.23603562
47,-0.35134602,-0.23689198,0.036858745,-0.19965953,-0.24893539,-0.28726283,-0.29644823,-0.18394628,-0.20590153,-0.43143988,-0.2175304,-0.21089396,-0.17849503,-0.24617317,-0.26252136,-0.24129713,-0.12282139,-0.35065752,-0.5047377,-0.1933182,-0.2035249,-0.33090255,-0.1972196
48,-0.33719358,-0.21904425,0.37836683,-0.2325845,-0.21675745,-0.29546306,-0.19681819,-0.17988183,-0.22395317,-0.19856444,-0.19346522,-0.27013594,-0.09998492,-0.24201164,-0.27959186,-0.2540529,-0.10743336,-0.317386,-0.5047377,-0.12044881,0.13840353,-0.37623778,-0.22494532
49,-0.3250775,-0.17053102,1.5437485,-0.19965953,0.7566251,-0.31596363,-0.20788819,-0.17988183,-0.1968757,1.3700494,-0.012976325,-0.16011512,-0.060729872,0.24904953,-0.24545088,-0.26255676,-0.045881227,-0.3257039,-0.4412883,-0.06944024,1.472485,-0.3006791,-0.16394873
50,-0.32647696,-0.09654063,2.127394,-0.25610232,1.0100263,-0.2790626,-0.15807317,0.49075252,-0.21492735,-0.12386854,1.1662178,-0.16011512,-0.06858088,1.5474486,-0.266789,0.37098104,0.6850503,-0.3090681,-0.43335712,0.6519667,2.8906472,-0.27045563,-0.15840358
51,-2.2187366,-0.027015772,2.9676917,0.52939343,-1.4475635,-0.27086237,-0.047373112,1.8157635,0.71473217,-2.3603516,1.6475215,-0.14318883,-0.045027852,-0.51667297,-0.24118327,1.4084524,2.7778227,-0.29659128,-0.15576597,3.5448813,0.20006275,-0.22512043,0.61237156
52,-4.892434,-0.030754356,2.5182328,1.470107,-3.4627068,-0.27086237,1.1481875,0.40946352,1.2698202,-4.2760816,-1.0116816,0.45769402,0.4731388,-2.4809177,-0.23691565,-0.70050573,5.5015044,-0.3090681,1.2996048,5.767398,-4.104872,0.6286926,2.275915
53,-5.6924467,-0.24756636,2.865031,-1.0227838,-4.8182025,-0.27496248,3.0245535,-2.3218472,-1.4469517,-4.7989526,-3.983732,0.35613635,2.074745,-4.366093,0.057550106,-2.8009598,1.8853168,-0.3090681,0.9109772,1.8324507,-6.100389,3.1070173,2.392363
54,-5.980104,-2.339325,2.399103,-3.097057,-3.796553,-0.04535615,0.9932074,-5.2441874,-3.4416583,-3.124886,-5.3554473,-3.5453708,5.105235,-4.416032,1.6109636,-4.7313366,-3.9313595,0.3106141,-1.6151023,-4.696646,-4.6037517,4.535076,-1.2341617
55,-5.9105206,-2.736796,1.816462,-4.8797092,-2.0589442,1.516787,-3.3074899,-4.7970977,-4.849686,-1.7671783,-3.9356017,-6.05046,2.2553182,-2.5475023,1.2866246,-4.3699226,-5.8933334,1.3170778,-4.513947,-5.4180536,-2.5802078,0.266011,-5.598191
56,-5.887577,-2.7525177,1.6584761,-4.371724,-0.9970724,-0.06995683,-6.091596,-2.7892592,-4.0689526,-0.8664336,-2.0785713,-5.449577,-3.4837704,-1.3281724,-1.4745253,-2.5841115,-4.3930006,-0.7623927,-5.318961,-3.8295007,-1.1340187,-5.4688926,-5.7035484
57,-5.8036666,-2.2969012,-0.25854984,-2.3774114,-0.40178058,-2.2266164,-4.990131,-1.4073459,-2.1690176,-0.5720439,-0.9274534,-3.858507,-6.0039444,-0.5624499,-4.5173383,-1.2362491,-2.4541082,-2.8293865,-3.5939305,-2.0806353,-0.5454533,-5.771127,-3.662935
58,-5.687219,-1.6835953,-0.16404673,-1.1874087,-0.19262399,-4.1946707,-2.9145045,-0.578198,-1.0814062,-0.36113787,-0.39801928,-2.0812476,-4.810591,-0.28778854,-5.3793974,-0.5644439,-0.94608116,-4.7175455,-1.9997643,-0.8199949,-0.32684335,-4.131504,-1.9494854
59,-5.904865,-0.74316216,-0.06419547,-0.45835575,-0.12424587,-4.641583,-1.4200538,-0.31807315,-0.41800833,-0.29962358,-0.20148695,-1.0487448,-2.7379243,-0.15045787,-3.6510112,-0.3050761,-0.53060424,-4.4097843,-0.9647459,-0.48479575,-0.15868182,-2.197202,-0.81273067
60,-4.0451202,-0.3171915,0.01834539,-0.2325845,-0.035756547,-2.8416333,-0.62301344,-0.16362402,-0.17882408,-0.25568482,-0.07313929,-0.51556695,-1.1049143,-0.06306562,-1.9226254,-0.1435027,-0.26131368,-2.5341015,-0.6197397,-0.30990922,-0.05778492,-1.0109307,-0.36911908
61,-2.3042293,-0.17296779,0.10351414,-0.14792028,-0.015645338,-1.5582979,-0.31858826,-0.07014166,-0.11564333,-0.22053382,-0.012976325,-0.11779943,-0.49253544,-0.025611803,-0.8130443,-0.10523531,-0.10743336,-1.2573067,-0.38973564,-0.1933182,-0.05778492,-0.50468755,-0.27485162
62,-1.0515124,-0.08555278,0.15968524,-0.0585525,0.020554839,-0.70137423,-0.14700316,-0.025432702,-0.029898033,-0.1502318,0.031143183,-0.033168036,-0.25700513,0.00768048,-0.41188806,-0.054212127,-0.076657295,-0.5544456,-0.3064583,-0.07672718,-0.012941843,-0.3460143,-0.10849728
63,-0.4527963,-0.022924367,0.18201508,-0.0021096887,0.052732777,-0.33646417,-0.08611813,-0.0173038,-0.011846391,-0.12826242,0.07526269,0.1699473,-0.11568695,0.06178044,-0.23691565,0.0010629818,-0.015105163,-0.28411445,-0.25490564,-0.025718609,0.009479693,-0.17222933,-0.053045835
64,-0.24317828,0.008000199,0.21276113,0.049629554,0.10502192,-0.19296022,-0.08611813,0.031469606,0.01974398,-0.11947466,0.07526269,0.1276316,-0.11568695,0.07010351,-0.12595753,0.043582298,0.061835,-0.18429989,-0.22318095,-0.06944024,0.06553353,-0.18734106,-0.030865254
65,-0.1377487,0.043860614,0.23937471,0.059036687,0.11708865,-0.11095796,0.01351192,0.080243014,0.033282712,-0.0755359,0.1073496,0.18687357,0.064886294,0.13252655,-0.09181658,0.08184968,0.046446968,-0.09280317,-0.14386919,0.0034291479,0.08234969,-0.028667852,0.0024056144
66,-0.08598715,0.083951265,0.23869608,0.08725809,0.15731107,-0.090457395,-0.019698096,0.12901641,0.060360175,0.0035538706,0.12740393,0.14455788,0.009929219,0.14917268,-0.032069907,0.08184968,0.10030508,-0.034577996,-0.12007567,0.039863843,0.11037661,-0.074003056,0.046766773
67,-0.035135586,0.11768282,0.27893203,0.1295902,0.189489,-0.008455133,0.046721935,0.13714533,0.11902801,0.03870488,0.21163207,0.25457868,0.0727373,0.20327264,-0.014999428,0.13287286,0.11569312,0.027806118,-0.09628214,0.039863843,0.16643044,0.03177909,0.057857063
68,-0.003977394,0.14594364,0.3122581,0.16251516,0.2659116,-0.0002549065,0.05225694,0.2143699,0.16867001,0.14415792,0.23970813,0.22072613,0.064886294,0.24072647,0.053282484,0.17539217,0.13877515,0.019488238,-0.06455744,0.076298535,0.21127354,0.001555619,0.11885365
69,0.028520854,0.19133437,0.35900012,0.20014371,0.33428973,0.04894645,0.10760697,0.22249879,0.18672165,0.18809669,0.25976244,0.2799681,0.15124741,0.30731103,0.03621201,0.25192696,0.13877515,0.061077647,0.0068231444,0.076298535,0.24490583,0.03177909,0.10221822
70,0.06326392,0.22353989,0.43101487,0.23777226,0.4187568,0.065346904,0.12421198,0.32004562,0.24990241,0.31112522,0.3560232,0.25457868,0.12769437,0.3738956,0.070352964,0.29444626,0.19263329,0.1276207,0.0544102,0.16374181,0.31217045,0.10733777,0.16875996
71,0.085584305,0.2685475,0.5257238,0.29421505,0.49920163,0.13504882,0.18509701,0.36069012,0.3356477,0.4033966,0.4442622,0.28843123,0.12769437,0.49041858,0.087423444,0.38798875,0.19263329,0.16089223,0.14165314,0.16374181,0.40746197,0.18289644,0.25193712
72,0.13252568,0.33134973,0.6561857,0.3741757,0.6399801,0.16784973,0.20723702,0.47855917,0.39882845,0.53960675,0.52849036,0.28843123,0.23760852,0.61526465,0.16850822,0.47302738,0.3003495,0.16921012,0.19717136,0.25118506,0.5083589,0.19045231,0.32402402
73,0.17974068,0.395665,0.8141548,0.47295064,0.78075856,0.18425018,0.26812205,0.5720415,0.43944463,0.72854346,0.62074023,0.3899889,0.26901257,0.75675684,0.18557869,0.60483724,0.3849837,0.25238895,0.3201046,0.22932425,0.62607193,0.25089926,0.3850206
74,0.2246883,0.49191245,1.0209469,0.57172555,1.038182,0.29905334,0.4009621,0.74681294,0.6109352,0.957025,0.80524,0.49154657,0.26116154,0.9107337,0.20264918,0.74940294,0.42345375,0.33556774,0.40338194,0.33862832,0.8446819,0.29623446,0.45710748
75,0.2777302,0.59300303,1.2832109,0.73164684,1.2594054,0.36875528,0.48952216,0.91751987,0.7688871,1.2514147,0.9857289,0.52539915,0.32396963,1.2103642,0.39042443,0.9534956,0.44653583,0.35636246,0.52631515,0.45521936,0.9567896,0.32645792,0.61237156
76,0.33082724,0.7383759,1.60722,0.91978955,1.601296,0.44665742,0.5670122,1.153258,0.97648096,1.6161064,1.2504458,0.57617795,0.41818175,1.5141563,0.4672416,1.1958557,0.6465802,0.47697175,0.700801,0.6446798,1.3099289,0.43979594,0.745455
77,0.41185465,0.90611386,1.9366432,1.1925966,1.9110086,0.5573605,0.8216223,1.4052539,1.2427427,1.9764043,1.5392281,0.6438831,0.5045429,1.8554022,0.58673495,1.5190026,0.7542965,0.6308526,0.90701157,0.71754915,1.5733819,0.55313396,0.93398994
78,0.4845419,1.1158936,2.2967505,1.470107,2.3092105,0.7049645,1.0098124,1.7426033,1.5044914,2.4026103,1.8641082,0.8469984,0.6615631,2.234102,0.77877784,1.8889205,0.93125886,0.73898506,1.1687403,0.93615735,1.8368349,0.6438044,1.161341
79,0.60147846,1.343757,2.669681,1.8510959,2.679257,0.90177,1.2256776,2.055566,1.8926018,2.767302,2.1970098,1.0501137,0.7479242,2.6336093,0.99215883,2.2503347,1.0620571,0.98436254,1.4859874,1.1474786,2.072261,0.77981,1.3997821
80,0.7096313,1.6466866,3.0051935,2.2273812,2.9769027,1.1436766,1.4526128,2.4376245,2.2446089,3.0353284,2.5058465,1.185524,0.9127954,2.9249167,1.2524836,2.616001,1.2313255,1.1923097,1.8151312,1.2203479,2.2572386,0.9913743,1.6548588
81,0.8698219,1.9197726,3.202246,2.570742,3.2423706,1.4306846,1.7238278,2.7099426,2.632719,3.2110834,2.7785852,1.5155864,1.0227096,3.2162242,1.5597522,2.9646592,1.2005494,1.5083892,2.1799653,1.3005042,2.3469248,1.1273799,1.9210258
82,1.0026122,2.1328366,3.1946561,2.904695,3.2343261,1.7627937,2.011648,2.913165,2.9711874,3.083661,2.963085,1.6509966,1.1797297,3.291132,1.9182323,3.2155232,1.2621017,1.8452632,2.4773843,1.2422088,2.2684495,1.2104944,2.159467
83,1.0586588,2.2720938,3.1581383,3.1398733,2.9366803,2.1441042,2.233048,2.9741318,3.2013457,2.6091225,2.874846,1.8879645,1.2111338,3.1080244,2.2639093,3.2665465,1.1851614,2.207091,2.711354,1.205774,1.9769695,1.2709414,2.275915
84,1.0969139,2.2178473,3.1866856,3.2151306,2.3896554,2.5213146,2.3050032,2.714007,3.1742682,1.985192,2.545955,1.9725959,1.2582397,2.6294477,2.5925162,3.0071785,1.015893,2.6021905,2.866012,1.0673223,1.5061173,1.3011649,2.275915
85,0.8266752,2.0890086,3.1675267,2.928213,1.7139188,2.8698244,2.210908,2.218144,2.8538516,1.2953535,2.0365753,2.0741534,1.0305606,1.9885713,2.805897,2.4331677,0.7235204,2.9141111,2.7549756,0.84871405,1.007238,1.180271,2.1095605
86,0.46649474,1.8779432,3.1614082,2.382599,1.0784045,3.1732326,2.000578,1.6125408,2.276199,0.7021802,1.4189023,1.921817,0.99915653,1.2811104,2.9595315,1.7060875,0.47731188,3.1886013,2.3623824,0.58638424,0.59243965,1.0215977,1.743581
87,0.21621388,1.4499905,2.9352193,1.6817675,0.57964647,3.2265341,1.5909877,1.0313245,1.5541335,0.3506701,0.893479,1.6086808,0.7008181,0.7068184,2.8101647,1.0300305,0.24649139,3.2593033,1.8230624,0.39692384,0.30656505,0.77981,1.2944244
88,0.07320589,0.93237895,2.7555797,1.0420823,0.2578671,3.1486318,1.1149775,0.5232681,0.9494035,0.13537017,0.48035997,1.0839663,0.4417348,0.38221866,2.3876705,0.54956216,0.031058935,2.9473827,1.240121,0.23661119,0.11037661,0.55313396,0.84526765
