time_index,normal_p05,normal_p50,normal_p95,normal_reference_00,normal_reference_01,normal_reference_02,normal_reference_03,normal_reference_04,normal_reference_05,normal_reference_06,normal_reference_07,normal_reference_08,normal_reference_09,normal_reference_10,normal_reference_11,normal_reference_12,normal_reference_13,normal_reference_14,normal_reference_15
30,1.7125167,1.7286015,1.7408903,1.736289,1.7294128,1.7210742,1.7355113,1.7148713,1.7247669,1.7341155,1.7206486,1.7239438,1.7357084,1.7394632,1.7054527,1.7451712,1.7277901,1.7253819,1.7351844
31,-0.7045162,-0.6172099,-0.58467555,-0.6691663,-0.6624974,-0.6119465,-0.57277817,-0.71359444,-0.7014901,-0.60721403,-0.6084904,-0.60585135,-0.6175307,-0.68841684,-0.6168892,-0.58864135,-0.69825757,-0.6724279,-0.60010767
32,-0.6827195,-0.57793,-0.5415741,-0.5804491,-0.57541084,-0.56592554,-0.64347667,-0.71359444,-0.5450502,-0.6131903,-0.5632321,-0.5626284,-0.5401648,-0.61041737,-0.54204386,-0.65024203,-0.62359524,-0.6724279,-0.5559689
33,-0.6827195,-0.5717081,-0.40298188,-0.5179607,-0.44970834,-0.59602773,-0.5690475,-0.71359444,-0.61669445,-0.5100894,-0.54042035,-0.59193736,-0.5790396,-0.40343198,-0.5796522,-0.5034543,-0.4016316,-0.6724279,-0.5743687
34,1.7178326,1.7297559,1.7410655,1.7352124,1.7257599,1.7371686,1.7307658,1.721695,1.725784,1.7399125,1.7251254,1.7260611,1.7275013,1.739231,1.7062455,1.7445247,1.7300248,1.7294871,1.7392594
35,-0.7045162,-0.6172099,-0.58467555,-0.66915625,-0.6625576,-0.6119465,-0.57277817,-0.71359444,-0.7014901,-0.60721403,-0.60848,-0.60585135,-0.6175307,-0.6884875,-0.6168892,-0.58864135,-0.69824755,-0.6724279,-0.60010767
36,-0.6827195,-0.5774132,-0.5415741,-0.5804491,-0.57437724,-0.56592554,-0.64347667,-0.71359444,-0.5439817,-0.6131903,-0.5632321,-0.5626284,-0.5401648,-0.6114575,-0.54204386,-0.65024203,-0.62254834,-0.6724279,-0.55705
37,-0.6827195,-0.5717081,-0.3994662,-0.5179607,-0.45075202,-0.59602773,-0.5690475,-0.71359444,-0.61669445,-0.5100894,-0.54151607,-0.59193736,-0.5790396,-0.39611068,-0.5796522,-0.4902017,-0.4005847,-0.6724279,-0.5743687
38,1.7199323,1.7301105,1.7414331,1.7360274,1.7283691,1.7356191,1.7299346,1.7275912,1.727808,1.7405201,1.724374,1.7259254,1.7290761,1.7402914,1.706607,1.7441721,1.7302865,1.7334558,1.7345606
39,-0.7045085,-0.6172099,-0.5846461,-0.6691663,-0.6625677,-0.6119465,-0.57277817,-0.71359444,-0.70147985,-0.60721403,-0.6084904,-0.60585135,-0.6175307,-0.68845725,-0.6168892,-0.5886021,-0.69824755,-0.6724279,-0.60010767
40,-0.6827195,-0.5774132,-0.5415741,-0.5804491,-0.57437724,-0.56592554,-0.64347667,-0.71359444,-0.5439817,-0.6131903,-0.5632321,-0.5626284,-0.5401648,-0.61041737,-0.54204386,-0.65024203,-0.62254834,-0.6724279,-0.55705
41,-0.6827195,-0.5722487,-0.3955455,-0.5179607,-0.4413991,-0.59602773,-0.5690475,-0.71359444,-0.6156259,-0.5100894,-0.54151607,-0.59193736,-0.5790396,-0.380428,-0.5796522,-0.489183,-0.4005847,-0.6724279,-0.5754498
42,1.7163336,1.7298028,1.7419827,1.7384119,1.7279276,1.7339766,1.7327954,1.7194453,1.7279724,1.7332091,1.7275256,1.721889,1.7288641,1.7389886,1.7069983,1.7433101,1.7290785,1.7415402,1.7305272
43,-0.7045085,-0.6172099,-0.58463883,-0.6691663,-0.6625275,-0.6119465,-0.57277817,-0.71359444,-0.70147985,-0.607224,-0.6084904,-0.60585135,-0.6175307,-0.68838656,-0.6168892,-0.58859235,-0.69824755,-0.6724279,-0.60010767
44,-0.6827195,-0.5784481,-0.5415741,-0.5814854,-0.57541084,-0.56592554,-0.64347667,-0.71359444,-0.5439817,-0.6131903,-0.5632321,-0.5626284,-0.5401648,-0.6114575,-0.54204386,-0.6553452,-0.62359524,-0.6724279,-0.55705
45,-0.6827195,-0.5722487,-0.40025136,-0.5179607,-0.44036546,-0.59602773,-0.5690475,-0.71359444,-0.6156259,-0.5100894,-0.54151607,-0.59193736,-0.5790396,-0.39611068,-0.5796522,-0.489183,-0.4016316,-0.6724279,-0.5754498
46,1.7125306,1.7301831,1.7400041,1.7327979,1.7269542,1.7331192,1.729838,1.7155323,1.7291745,1.7345638,1.7317519,1.7266452,1.7307417,1.7392613,1.7035255,1.7422327,1.7305281,1.7293191,1.7257869
47,-0.7045085,-0.6172099,-0.58463144,-0.6691663,-0.6625175,-0.6119465,-0.57277817,-0.71359444,-0.70147985,-0.60721403,-0.6084904,-0.60585135,-0.6175307,-0.6884673,-0.6168892,-0.5885826,-0.69824755,-0.6724279,-0.60010767
48,-0.6827195,-0.57793,-0.5415741,-0.5804491,-0.57541084,-0.56592554,-0.64347667,-0.71359444,-0.5471873,-0.6131903,-0.5632321,-0.5626284,-0.5401648,-0.6114575,-0.54204386,-0.65024203,-0.62359524,-0.6724279,-0.55705
49,-0.6827195,-0.5722487,-0.40141907,-0.5179607,-0.4413991,-0.59602773,-0.5690475,-0.71359444,-0.61669445,-0.5100894,-0.54042035,-0.59193736,-0.5790396,-0.40343198,-0.5796522,-0.489183,-0.39538038,-0.6724279,-0.5754498
50,1.7158915,1.7306358,1.7410395,1.7379792,1.7267635,1.7359909,1.7306885,1.7268554,1.7194548,1.7366953,1.7305831,1.7277718,1.7303581,1.7402205,1.7052017,1.7434963,1.7313435,1.7378969,1.7264938
51,-0.7045162,-0.6172099,-0.58463883,-0.66915625,-0.6625175,-0.6119465,-0.57277817,-0.71359444,-0.7014901,-0.60721403,-0.60848,-0.60585135,-0.6175307,-0.6884976,-0.6168892,-0.58859235,-0.69821733,-0.6724279,-0.60010767
52,-0.6827195,-0.5774132,-0.5407913,-0.5804491,-0.57437724,-0.5648512,-0.64347667,-0.71359444,-0.54825586,-0.6131903,-0.56214684,-0.5626284,-0.5401648,-0.60936713,-0.54100007,-0.65024203,-0.62359524,-0.6724279,-0.55705
53,-0.6827195,-0.5714139,-0.43382382,-0.5179607,-0.44970834,-0.59602773,-0.5690475,-0.71359444,-0.61669445,-0.5100894,-0.54042035,-0.59193736,-0.57378024,-0.44524914,-0.5796522,-0.489183,-0.39954785,-0.6724279,-0.5754498
54,1.7128943,1.73122,1.7455622,1.7368323,1.7272452,1.7342246,1.7315294,1.7211726,1.7134545,1.7365758,1.7321275,1.7297117,1.7301159,1.7398672,1.711214,1.745279,1.7309107,1.7464118,1.7277932
55,-0.7045239,-0.6172049,-0.58463883,-0.66915625,-0.6625677,-0.6119465,-0.57277817,-0.71359444,-0.7015004,-0.607224,-0.60848,-0.60585135,-0.61752063,-0.6886794,-0.6168892,-0.58859235,-0.6982375,-0.6724279,-0.60010767
56,-0.6827195,-0.5774132,-0.5407913,-0.5804491,-0.57437724,-0.56377685,-0.64347667,-0.71359444,-0.54825586,-0.6131903,-0.5632321,-0.5626284,-0.5401648,-0.60936713,-0.54100007,-0.65024203,-0.62254834,-0.6724279,-0.55705
57,-0.6827195,-0.5722487,-0.4311955,-0.5179607,-0.4413991,-0.5799023,-0.5690475,-0.71359444,-0.61669445,-0.5100894,-0.54042035,-0.59193736,-0.57587993,-0.44628927,-0.5796522,-0.489183,-0.4005847,-0.6724279,-0.5754498
58,1.7142653,1.7298949,1.7468691,1.7366713,1.7269441,1.7572815,1.7294127,1.7218229,1.7152423,1.7401913,1.7233201,1.7266765,1.7321651,1.7394632,1.7113343,1.7433983,1.7303771,1.7390833,1.726234
59,-0.7045239,-0.6172099,-0.58463883,-0.66915625,-0.6625275,-0.6119052,-0.57277817,-0.71359444,-0.7015004,-0.60721403,-0.60848,-0.60585135,-0.6175307,-0.6886794,-0.6168892,-0.58859235,-0.69824755,-0.6724279,-0.60010767
60,-0.6827195,-0.5774132,-0.5397459,-0.5804491,-0.57437724,-0.56377685,-0.64347667,-0.71359444,-0.54825586,-0.61422616,-0.5632321,-0.5626284,-0.53911495,-0.60936713,-0.5399562,-0.65024203,-0.62359524,-0.6724279,-0.55705
61,-0.6827195,-0.5722487,-0.43197334,-0.5179607,-0.4434764,-0.5799023,-0.5690475,-0.71359444,-0.61669445,-0.5100894,-0.54260135,-0.59193736,-0.57587993,-0.44524914,-0.5796522,-0.4902017,-0.39746413,-0.6724279,-0.5754498
62,1.7155988,1.7319765,1.7487116,1.7384119,1.727215,1.7560418,1.7316067,1.7323463,1.7157457,1.7415261,1.7174762,1.7280637,1.7347997,1.740665,1.7151583,1.7462682,1.7288167,1.7398288,1.7281467
63,-0.7045239,-0.6172099,-0.5846461,-0.66915625,-0.6625275,-0.6119052,-0.57277817,-0.71359444,-0.7015004,-0.60723394,-0.6084904,-0.60585135,-0.6175307,-0.6886794,-0.6168892,-0.5886021,-0.6982375,-0.6724279,-0.60010767
64,-0.6827195,-0.5784518,-0.5405288,-0.5804491,-0.5764545,-0.56270254,-0.64347667,-0.71359444,-0.54825586,-0.6131903,-0.56214684,-0.56371313,-0.53911495,-0.60936713,-0.54100007,-0.6512607,-0.62359524,-0.6724279,-0.55813116
65,-0.6827195,-0.5722487,-0.43382126,-0.5179607,-0.45075202,-0.5799023,-0.5690475,-0.71359444,-0.61776304,-0.5100894,-0.54042035,-0.59193736,-0.57587993,-0.44628927,-0.5796522,-0.489183,-0.39641723,-0.6724279,-0.5754498
66,1.7119422,1.7310786,1.7468488,1.737275,1.7230203,1.7585521,1.7321286,1.730875,1.7128072,1.7356195,1.7219739,1.7240481,1.7344465,1.7400792,1.709347,1.7429477,1.7236226,1.7312824,1.7209219
67,-0.7045239,-0.6172099,-0.58463883,-0.66915625,-0.6625677,-0.6119052,-0.57277817,-0.71359444,-0.7015004,-0.60721403,-0.60848,-0.60585135,-0.6175307,-0.6886794,-0.6168892,-0.58859235,-0.6982274,-0.6724279,-0.60010767
68,-0.6827195,-0.5784481,-0.5413116,-0.5814854,-0.57541084,-0.56377685,-0.64347667,-0.71359444,-0.54825586,-0.6131903,-0.5632321,-0.5626284,-0.53911495,-0.60936713,-0.54204386,-0.65024203,-0.6246321,-0.6724279,-0.55705
69,-0.6827195,-0.5717081,-0.43120295,-0.5169144,-0.44036546,-0.5799023,-0.5690475,-0.71359444,-0.61669445,-0.5090635,-0.54042035,-0.59193736,-0.57587993,-0.44628927,-0.5796522,-0.4902017,-0.40371534,-0.6724279,-0.5743687
70,1.7130597,1.7291948,1.7482765,1.7344277,1.7287405,1.7581801,1.724793,1.7321438,1.7150265,1.7377511,1.7282978,1.7296491,1.7335784,1.7407659,1.707159,1.7449753,1.7224549,1.7264107,1.7285521
71,-0.7045239,-0.6172049,-0.5846461,-0.66915625,-0.6625175,-0.6119052,-0.57277817,-0.71359444,-0.7015004,-0.60721403,-0.60848,-0.60585135,-0.61752063,-0.6886794,-0.6168892,-0.5886021,-0.69825757,-0.6724279,-0.60010767
72,-0.6827195,-0.5774132,-0.5407913,-0.5804491,-0.57437724,-0.56270254,-0.64247155,-0.71359444,-0.54825586,-0.6131903,-0.56214684,-0.5626284,-0.5401648,-0.60936713,-0.54100007,-0.6492233,-0.6246321,-0.6724279,-0.55705
73,-0.6827195,-0.5717081,-0.4343422,-0.5179607,-0.44970834,-0.5799023,-0.5690475,-0.71359444,-0.61669445,-0.5111253,-0.54151607,-0.59193736,-0.57587993,-0.44628927,-0.5796522,-0.489183,-0.39850095,-0.6724279,-0.5743687
74,1.7128282,1.7280712,1.74488,1.7360073,1.7290214,1.7595851,1.7221158,1.7268981,1.7139785,1.7288066,1.7334633,1.7211276,1.7316906,1.7399782,1.7093772,1.7360717,1.7211967,1.7224422,1.7273358
75,-0.7045239,-0.6172099,-0.58463883,-0.66915625,-0.6625677,-0.6119052,-0.57277817,-0.71359444,-0.7015004,-0.60721403,-0.60848,-0.60585135,-0.6175307,-0.6886794,-0.6168892,-0.58859235,-0.6982274,-0.6724279,-0.60010767
76,-0.6827195,-0.57896996,-0.5405288,-0.5814854,-0.5764545,-0.56377685,-0.64347667,-0.71359444,-0.54825586,-0.61422616,-0.56214684,-0.5626284,-0.53911495,-0.60936713,-0.54100007,-0.6482046,-0.6246321,-0.6724279,-0.5559689
77,-0.6827195,-0.5717081,-0.43460393,-0.5179607,-0.44970834,-0.5799023,-0.5690475,-0.71359444,-0.61669445,-0.5100894,-0.54151607,-0.59193736,-0.57587993,-0.44628927,-0.5796522,-0.4902017,-0.39954785,-0.6724279,-0.5743687
78,1.7126758,1.7337935,1.7455331,1.7343976,1.7264223,1.7585624,1.7248509,1.7364511,1.7128586,1.7331892,1.7375435,1.7257587,1.7354661,1.74119,1.7121273,1.7358072,1.7156701,1.7187359,1.7357457
79,-0.7045239,-0.6172099,-0.5846461,-0.66915625,-0.6625576,-0.6119052,-0.57277817,-0.71359444,-0.7015004,-0.607224,-0.60848,-0.60585135,-0.6175307,-0.6886794,-0.6168892,-0.5886021,-0.6982375,-0.6724279,-0.6000973
80,-0.6827195,-0.57793,-0.5405288,-0.5804491,-0.57541084,-0.56377685,-0.64347667,-0.71359444,-0.54825586,-0.6131903,-0.56214684,-0.56371313,-0.53911495,-0.60936713,-0.54100007,-0.6492233,-0.6246321,-0.6724279,-0.55705
81,-0.6827195,-0.5717081,-0.4324991,-0.5169144,-0.4413991,-0.5799023,-0.5690475,-0.71359444,-0.61669445,-0.5090635,-0.54042035,-0.59193736,-0.57587993,-0.44628927,-0.5796522,-0.4902017,-0.4057991,-0.6724279,-0.5743687
82,1.7136283,1.7324308,1.7447314,1.7355546,1.7242948,1.7565583,1.7306691,1.7295742,1.7138861,1.740789,1.7377627,1.7166739,1.73908,1.7402711,1.7135425,1.7377661,1.7136569,1.7308415,1.7340201
83,-0.7045239,-0.6172099,-0.5846461,-0.66915625,-0.6625175,-0.6119052,-0.57277817,-0.71359444,-0.7015004,-0.607224,-0.60848,-0.60585135,-0.6175307,-0.6886794,-0.6168892,-0.5886021,-0.69825757,-0.6724279,-0.60010767
84,-0.6827195,-0.57793,-0.5402638,-0.5804491,-0.57541084,-0.56377685,-0.64347667,-0.71359444,-0.54825586,-0.6131903,-0.5632321,-0.56371313,-0.538055,-0.60936713,-0.54100007,-0.6482046,-0.6246321,-0.6724279,-0.5559689
85,-0.6827195,-0.5717081,-0.43512484,-0.5169144,-0.44970834,-0.5799023,-0.5690475,-0.71359444,-0.61669445,-0.5100894,-0.54151607,-0.5854289,-0.57587993,-0.44628927,-0.5796522,-0.489183,-0.4016316,-0.6724279,-0.5743687
86,1.7112842,1.7309003,1.746032,1.7370536,1.7264223,1.7544715,1.7321672,1.7247016,1.7147286,1.7332888,1.7296335,1.7118864,1.7432188,1.740776,1.7094775,1.735954,1.7142206,1.7248149,1.7360888
87,-0.7045239,-0.6172049,-0.5846461,-0.66915625,-0.6625677,-0.6119052,-0.57277817,-0.71359444,-0.7015004,-0.607224,-0.6084904,-0.6058409,-0.61752063,-0.6886794,-0.6168892,-0.5886021,-0.69824755,-0.6724279,-0.6000973
88,-0.6827195,-0.57793,-0.5410466,-0.5804491,-0.57541084,-0.56377685,-0.64347667,-0.71359444,-0.54825586,-0.6131903,-0.5632321,-0.5626284,-0.538055,-0.60936713,-0.54204386,-0.6482046,-0.6246321,-0.6724279,-0.55705
89,-0.6827195,-0.5717081,-0.43512484,-0.5169144,-0.45075202,-0.5799023,-0.5690475,-0.71359444,-0.61776304,-0.5100894,-0.54151607,-0.5854289,-0.57587993,-0.44628927,-0.5796522,-0.489183,-0.4016316,-0.6724279,-0.5743687
90,1.7103049,1.729708,1.7456672,1.7365204,1.7247564,1.7550088,1.7305242,1.7288918,1.713023,1.7323924,1.727943,1.7218577,1.7420983,1.7425534,1.7079419,1.7361794,1.7138481,1.7110925,1.7376792
91,-0.7045239,-0.6172049,-0.5846461,-0.66915625,-0.6625677,-0.6119052,-0.57277817,-0.71359444,-0.7015004,-0.60721403,-0.6084904,-0.6058409,-0.61752063,-0.6886794,-0.6168892,-0.5886021,-0.69824755,-0.6724279,-0.6000973
92,-0.6827195,-0.57793,-0.5402638,-0.5804491,-0.57541084,-0.56377685,-0.64247155,-0.71359444,-0.54825586,-0.6131903,-0.5643174,-0.5626284,-0.538055,-0.60832703,-0.54100007,-0.6512607,-0.62359524,-0.6724279,-0.55705
93,-0.6827195,-0.5722487,-0.4340571,-0.5169144,-0.4434764,-0.5799023,-0.5690475,-0.71359444,-0.61776304,-0.5100894,-0.54042035,-0.5854289,-0.57587993,-0.44628927,-0.5796522,-0.489183,-0.4057991,-0.6724279,-0.5754498
94,1.7116638,1.7314076,1.7466526,1.7359469,1.7249571,1.7539861,1.7159979,1.7306298,1.7126737,1.7335179,1.7234766,1.7290128,1.7442081,1.7422909,1.7086344,1.7376095,1.7129118,1.7321854,1.7337081
95,-0.7045239,-0.6172049,-0.58463883,-0.66915625,-0.6625275,-0.6119052,-0.57277817,-0.71359444,-0.7015004,-0.60721403,-0.60848,-0.6058409,-0.61752063,-0.6886794,-0.6168892,-0.58859235,-0.69825757,-0.6724279,-0.60010767
96,-0.6827195,-0.57793,-0.54000133,-0.5804491,-0.57541084,-0.56377685,-0.64347667,-0.71359444,-0.5461188,-0.6131903,-0.5632321,-0.56371313,-0.5370052,-0.60936713,-0.54100007,-0.6482046,-0.62359524,-0.6724279,-0.55705
97,-0.6827195,-0.5717081,-0.43509412,-0.5169144,-0.44555372,-0.5799023,-0.5690475,-0.71359444,-0.61669445,-0.5100894,-0.54151607,-0.5854289,-0.57587993,-0.44628927,-0.5796522,-0.4902017,-0.40371534,-0.6724279,-0.5743687
98,1.7134001,1.7325032,1.747252,1.7355546,1.7246661,1.7555357,1.7312394,1.7357368,1.7227324,1.7337669,1.7271498,1.7213675,1.7444907,1.7422605,1.7134321,1.7353076,1.7133045,1.7232715,1.7378976
99,-0.7045162,-0.6172049,-0.5846461,-0.66915625,-0.6625376,-0.6119052,-0.57277817,-0.71359444,-0.7014901,-0.60721403,-0.6084904,-0.6058409,-0.61752063,-0.6886794,-0.6168892,-0.5886021,-0.69824755,-0.6724279,-0.6000973
100,-0.6827195,-0.57793,-0.5392184,-0.5804491,-0.57541084,-0.56377685,-0.64247155,-0.71359444,-0.5461188,-0.6131903,-0.5632321,-0.5626284,-0.5370052,-0.60832703,-0.5399562,-0.6492233,-0.6246321,-0.6724279,-0.55705
101,-0.6827195,-0.57193875,-0.42808694,-0.5169144,-0.4362108,-0.5799023,-0.5690475,-0.71359444,-0.61669445,-0.5100894,-0.54151607,-0.5854289,-0.57483006,-0.44524914,-0.5796522,-0.489183,-0.40371534,-0.6724279,-0.5754498
102,1.7141376,1.7269195,1.7498631,1.7357256,1.7253686,1.7558352,1.717032,1.7198824,1.7216947,1.7325219,1.7235392,1.7284704,1.7478725,1.7448658,1.7145562,1.7382168,1.7128817,1.7187464,1.7312237
103,-0.7045162,-0.6172049,-0.58463883,-0.66915625,-0.6624974,-0.6119052,-0.57277817,-0.71359444,-0.7014901,-0.60721403,-0.6084904,-0.6058409,-0.61752063,-0.6886794,-0.6168892,-0.58859235,-0.69825757,-0.6724279,-0.60010767
104,-0.6827195,-0.57793,-0.54000133,-0.5804491,-0.57541084,-0.56377685,-0.64347667,-0.71359444,-0.5450502,-0.6131903,-0.5632321,-0.5626284,-0.5370052,-0.60832703,-0.54100007,-0.6492233,-0.6246321,-0.6724279,-0.55813116
105,-0.6827195,-0.5722487,-0.4335621,-0.5169144,-0.44970834,-0.5799023,-0.5690475,-0.71359444,-0.61669445,-0.5100894,-0.54151607,-0.5854289,-0.57587993,-0.44524914,-0.5796522,-0.489183,-0.39850095,-0.6724279,-0.5754498
